,Times,MoIs,a,b,c
0,212360616000.0,6.800622418004982e+17,5750.0,5542.114117035708,950.0
1,212360618661.084,6.801710854158717e+17,5750.389482724307,5542.334811238974,949.8417007623408
2,212360621322.168,6.803447278376402e+17,5751.007609764744,5542.651051061662,949.5863248931605
3,212360623983.252,6.805579381805087e+17,5751.768623667197,5543.004500525148,949.2743836938702
4,212360626644.336,6.807958891395128e+17,5752.622169565813,5543.366938218426,948.930146396393
5,212360629305.42,6.81049706655877e+17,5753.537429392219,5543.725346282764,948.5676022385603
6,212360631966.504,6.813139776322324e+17,5754.494985490286,5544.074485933951,948.1946991022209
7,212360634627.588,6.815853294915584e+17,5755.482275011449,5544.412995495078,947.8159309883079
8,212360637288.672,6.818616114960678e+17,5756.490957074306,5544.74132824668,947.4338366944345
9,212360639949.756,6.821414178206254e+17,5757.515353704862,5545.060679936842,947.0498516530461
10,212360642610.84,6.82423806288061e+17,5758.551508507968,5545.3724499149785,946.6647889364541
11,212360645271.924,6.827081300312933e+17,5759.596606576215,5545.677987010438,946.2791103223884
12,212360647933.008,6.829939349539949e+17,5760.648608923979,5545.978484196026,945.8930790179228
13,212360650594.092,6.832808959814676e+17,5761.706016493112,5546.274948296214,945.5068457581457
14,212360653255.176,6.835687765105353e+17,5762.767713926029,5546.568205299807,945.1204973982157
15,212360655916.26,6.838574019760049e+17,5763.832863516267,5546.858920630114,944.734084381342
16,212360658577.344,6.841466421832998e+17,5764.900831504096,5547.14762390751,944.3476362988057
17,212360661238.428,6.844363992108695e+17,5765.971135778628,5547.434733189255,943.9611707280425
18,212360663899.512,6.847265989389375e+17,5767.043408103936,5547.720576557669,943.5746982698595
19,212360666560.596,6.850171849978245e+17,5768.117366405054,5548.005410417299,943.1882254329473
20,212360669221.68,6.853081143696867e+17,5769.192794154999,5548.289434566082,942.8017562967254
21,212360671882.764,6.855993541466391e+17,5770.269524887693,5548.57280437696,942.415293477971
22,212360674543.848,6.858908791151342e+17,5771.347430497523,5548.855640499536,942.0288386976217
23,212360677204.932,6.861826699408744e+17,5772.426412367837,5549.138036503635,941.6423931162649
24,212360679866.016,6.864747117952518e+17,5773.506394602607,5549.420064874497,941.255957535772
25,212360682527.1,6.867669933094765e+17,5774.587318818595,5549.7017817172555,940.8695325236343
26,212360685188.184,6.870595057749222e+17,5775.66914012417,5549.983230442005,940.4831184916482
27,212360687849.268,6.873522425308707e+17,5776.75182403334,5550.264444625009,940.0967157460221
28,212360690510.352,6.876451984954813e+17,5777.835344113618,5550.545450210441,939.7103245190625
29,212360693171.436,6.879383698054534e+17,5778.919680178824,5550.826267211774,939.3239449898659
30,212360855497.56,7.045682948498734e+17,5840.014450616812,5569.092499071381,916.812731897603
31,212360855497.56,7.045682948498734e+17,5840.014450616812,5569.092499071381,916.812731897603
32,212360858158.644,7.048688127887855e+17,5841.111686578311,5569.3768971437985,916.4338994021624
33,212360860819.728,7.051712922190391e+17,5842.21816707791,5569.661435543337,916.0521666519016
34,212360863480.812,7.054750453380494e+17,5843.3314010912145,5569.944992861938,915.7866020747474
35,212360866141.896,7.057796684722313e+17,5844.449635540554,5570.227191437091,915.8014941183802
36,212360868802.98,7.06084920701575e+17,5845.5716769971505,5570.507986632695,915.8161684231469
37,212360871464.064,7.063906562705332e+17,5846.696707360019,5570.78748075614,915.830776421192
38,212360874125.148,7.066967855259598e+17,5847.824156038242,5571.0658304472145,915.8453964047987
39,212360876786.232,7.070032522462696e+17,5848.9536174515915,5571.343201192208,915.8600666728878
40,212360879447.316,7.073100204091242e+17,5850.08479819698,5571.619746473993,915.8748041139144
41,212360882108.4,7.076170664038662e+17,5851.217482775248,5571.895599728832,915.8896145162968
42,212360884769.484,7.079243743980643e+17,5852.35151090476,5572.17087272857,915.9044982083775
43,212360887430.568,7.08231933543572e+17,5853.486762183938,5572.445656941396,915.9194530792664
44,212360890091.652,7.085397362645508e+17,5854.623145505075,5572.7200260610825,915.9344761445365
45,212360892752.736,7.088477771876625e+17,5855.76059157898,5572.994038815723,915.9495643183259
46,212360895413.82,7.091560524575634e+17,5856.899047525334,5573.267741652738,915.9647147652987
47,212360898074.904,7.094645592879779e+17,5858.0384728864055,5573.541171120422,915.9799250356166
48,212360900735.988,7.097732956607919e+17,5859.178836674365,5573.814355870549,915.9951930879104
49,212360903397.072,7.100822601204077e+17,5860.320115181313,5574.087318282713,916.0105172562814
50,212360906058.156,7.103914516296147e+17,5861.462290328416,5574.360075770771,916.0258961963949
51,212360908719.24,7.107008694653823e+17,5862.605348383905,5574.632641845494,916.0413288322892
52,212360911380.324,7.110105131418465e+17,5863.749278957858,5574.905026976292,916.0568143109778
53,212360914041.408,7.113203823535695e+17,5864.8940742377135,5575.177239264971,916.0723519615834
54,212360916702.492,7.116304769341646e+17,5866.039728426206,5575.449284952903,916.0879412560569
55,212360919363.576,7.119407968253592e+17,5867.186237314602,5575.721168810854,916.1035817750096
56,212360922024.66,7.122513420525394e+17,5868.333597928846,5575.992894461526,916.1192731838933
57,212360924685.744,7.125621127050473e+17,5869.4818082326665,5576.264464650105,916.1350152184185
58,212360927346.828,7.128731089213719e+17,5870.630866906461,5576.535881449266,916.1508076721519
59,212360930007.912,7.131843308788689e+17,5871.7807732037,5576.807146396645,916.1666503818526
60,212360932668.996,7.134957787861846e+17,5872.9315268472765,5577.078260594318,916.1825432137894
61,212361068384.28,7.292051396183707e+17,5930.864256773343,5591.110434358558,916.9685383342518
62,212361068384.28,7.292051396183707e+17,5930.864256773343,5591.110434358558,916.9685383342518
63,212361071045.364,7.295237242939366e+17,5932.027671597817,5591.384704996832,916.9916576750595
64,212361073706.448,7.298442499212442e+17,5933.200298319507,5591.658883597282,917.0128236909729
65,212361076367.532,7.301660555337755e+17,5934.379779243287,5591.931933279242,917.0328922897763
