,Times,MoIs,a,b,c
0,212360616000.0,7.213506643940285e+17,5750.0,5542.114117035708,950.0
1,212360618661.084,7.213509432913989e+17,5750.000910613499,5542.114648020048,949.9995882871463
2,212360621322.168,7.213512226434328e+17,5750.001822847462,5542.115179207828,949.9991760119781
3,212360623983.252,7.213515019965748e+17,5750.002735085655,5542.115710394515,949.9987637360866
4,212360626644.336,7.213517813499112e+17,5750.003647324419,5542.11624158131,949.9983514602058
5,212360629305.42,7.213520607034354e+17,5750.004559563809,5542.11677276815,949.9979391843364
6,212360631966.504,7.213523400571534e+17,5750.005471803806,5542.1173039550495,949.9975269084795
7,212360634627.588,7.21352619411061e+17,5750.006384044333,5542.117835142079,949.9971146326359
8,212360637288.672,7.213528987651583e+17,5750.007296285362,5542.1183663292695,949.9967023568048
9,212360639949.756,7.213531781194461e+17,5750.008208526956,5542.118897516571,949.9962900809847
10,212360642610.84,7.213534574739256e+17,5750.009120769178,5542.1194287039225,949.995877805175
11,212360645271.924,7.21353736828595e+17,5750.010033012003,5542.119959891338,949.9954655293766
12,212360647933.008,7.21354016183455e+17,5750.010945255352,5542.120491078892,949.9950532535905
13,212360650594.092,7.213542955385048e+17,5750.011857499198,5542.121022266615,949.9946409778169
14,212360653255.176,7.213545748937457e+17,5750.012769743605,5542.121553454452,949.9942287020547
15,212360655916.26,7.213548542491777e+17,5750.0136819886375,5542.122084642336,949.9938164263041
16,212360658577.344,7.213551336048e+17,5750.014594234277,5542.122615830277,949.993404150566
17,212360661238.428,7.213554129606127e+17,5750.015506480446,5542.123147018349,949.9929918748411
18,212360663899.512,7.213556923166161e+17,5750.0164187271175,5542.1236782065835,949.9925795991288
19,212360666560.596,7.213559716728096e+17,5750.017330974354,5542.124209394929,949.9921673234276
20,212360669221.68,7.213562510291942e+17,5750.018243222218,5542.124740583322,949.9917550477367
21,212360671882.764,7.213565303857706e+17,5750.019155470687,5542.12527177178,949.991342772057
22,212360674543.848,7.213568097425356e+17,5750.02006771968,5542.125802960377,949.9909304963896
23,212360677204.932,7.2135708909949e+17,5750.020979969168,5542.126334149143,949.9905182207347
24,212360679866.016,7.213573684566359e+17,5750.021892219217,5542.126865338023,949.9901059450913
25,212360682527.1,7.213576478139729e+17,5750.022804469892,5542.127396526949,949.9896936694594
26,212360685188.184,7.213579271715017e+17,5750.023716721175,5542.127927715934,949.98928139384
27,212360687849.268,7.213582065292205e+17,5750.024628972988,5542.128458905048,949.9888691182339
28,212360690510.352,7.213584858871278e+17,5750.025541225302,5542.128990094326,949.9884568426403
29,212360693171.436,7.213587652452264e+17,5750.026453478181,5542.129521283713,949.9880445670577
30,212360855497.56,7.213758049889313e+17,5750.082097195066,5542.161923348034,949.9628968744565
31,212360855497.56,7.213758049889313e+17,5750.082097195066,5542.161923348034,949.9628968744565
32,212360858158.644,7.213760843588339e+17,5750.083009482955,5542.162454543814,949.9624845996253
33,212360860819.728,7.213763637289376e+17,5750.083921771446,5542.16298573971,949.9620723247892
34,212360863480.812,7.213766430992297e+17,5750.08483406043,5542.163516935778,949.9616600499655
35,212360866141.896,7.213769224697135e+17,5750.085746349973,5542.16404813196,949.9612477751534
36,212360868802.98,7.213772018403895e+17,5750.086658640147,5542.164579328186,949.9608355003528
37,212360871464.064,7.213774812112567e+17,5750.08757093093,5542.165110524467,949.9604232255647
38,212360874125.148,7.213777605823126e+17,5750.088483222241,5542.165641720881,949.9600109507899
39,212360876786.232,7.213780399535589e+17,5750.089395514051,5542.166172917458,949.9595986760277
40,212360879447.316,7.213783193249969e+17,5750.090307806426,5542.166704114147,949.9591864012765
41,212360882108.4,7.213785986966246e+17,5750.091220099432,5542.1672353108825,949.9587741265356
42,212360884769.484,7.213788780684445e+17,5750.092132393044,5542.16776650768,949.9583618518059
43,212360887430.568,7.213791574404535e+17,5750.093044687179,5542.168297704618,949.9579495770886
44,212360890091.652,7.213794368126515e+17,5750.0939569818065,5542.168828901729,949.9575373023837
45,212360892752.736,7.213797161850401e+17,5750.094869276993,5542.169360098954,949.9571250276903
46,212360895413.82,7.213799955576227e+17,5750.095781572811,5542.169891296222,949.9567127530083
47,212360898074.904,7.213802749303946e+17,5750.096693869237,5542.170422493546,949.956300478339
48,212360900735.988,7.21380554303357e+17,5750.097606166191,5542.170953691001,949.955888203683
49,212360903397.072,7.213808336765088e+17,5750.098518463645,5542.171484888622,949.9554759290396
50,212360906058.156,7.213811130498514e+17,5750.099430761663,5542.172016086354,949.9550636544071
51,212360908719.24,7.213813924233859e+17,5750.100343060312,5542.172547284132,949.954651379785
52,212360911380.324,7.213816717971105e+17,5750.101255359568,5542.173078481972,949.9542391051741
53,212360914041.408,7.213819511710252e+17,5750.102167659346,5542.173609679952,949.9538268305755
54,212360916702.492,7.213822305451293e+17,5750.1030799596165,5542.174140878105,949.9534145559893
