,Times,MoIs,a,b,c
0,212360616000.0,1.0176225977092128e+16,2750.0,2650.5763168431645,454.34782608695645
1,212360618857.32,1.017622740389875e+16,2750.0001764500544,2650.5762201669054,454.3478042934593
2,212360621714.64,1.01762288316705e+16,2750.000353020131,2650.5761233968833,454.34778249262877
3,212360624571.96,1.0176230259443352e+16,2750.000529590332,2650.5760266267703,454.34776069179327
4,212360627429.28,1.0176231687216636e+16,2750.000706160568,2650.575929856645,454.34773889095544
5,212360630286.6,1.0176233114990352e+16,2750.0008827308384,2650.5758330865074,454.3477170901152
6,212360633143.92,1.0176234542764494e+16,2750.001059301144,2650.5757363163575,454.3476952892727
7,212360636001.24,1.0176235970539086e+16,2750.0012358714844,2650.5756395461954,454.3476734884278
8,212360638858.56,1.0176237398314062e+16,2750.0014124418594,2650.575542776021,454.34765168758054
9,212360641715.88,1.0176238826089486e+16,2750.0015890122695,2650.5754460058342,454.34762988673094
10,212360644573.2,1.0176240253865328e+16,2750.0017655827146,2650.5753492356353,454.34760808587896
11,212360647430.52,1.0176241681641594e+16,2750.0019421531942,2650.575252465424,454.34758628502465
12,212360650287.84,1.0176243109418294e+16,2750.002118723709,2650.5751556952005,454.347564484168
13,212360653145.16,1.0176244537195418e+16,2750.0022952942586,2650.5750589249647,454.347542683309
14,212360656002.48,1.0176245964972962e+16,2750.0024718648433,2650.5749621547166,454.3475208824476
15,212360658859.8,1.0176247392750948e+16,2750.0026484354626,2650.574865384456,454.34749908158386
16,212360661717.12,1.0176248820529344e+16,2750.002825006117,2650.574768614183,454.3474772807178
17,212360664574.44,1.0176250248308164e+16,2750.003001576806,2650.5746718438977,454.3474554798494
18,212360667431.76,1.0176251676087412e+16,2750.00317814753,2650.5745750736,454.3474336789786
19,212360670289.08,1.017625310386708e+16,2750.003354718289,2650.57447830329,454.34741187810545
20,212360673146.4,1.0176254531647194e+16,2750.0035312890827,2650.574381532968,454.34739007722993
21,212360676003.72,1.0176255959427708e+16,2750.003707859911,2650.5742847626334,454.3473682763521
22,212360678861.04,1.0176257387208652e+16,2750.0038844307746,2650.5741879922866,454.3473464754719
23,212360681718.36,1.017625881499004e+16,2750.004061001673,2650.5740912219276,454.34732467458934
24,212360684575.68,1.0176260242771852e+16,2750.0042375726066,2650.5739944515562,454.34730287370445
25,212360687433.0,1.0176261670554078e+16,2750.0044141435746,2650.5738976811726,454.34728107281717
26,212360690290.32,1.0176263098336718e+16,2750.0045907145777,2650.5738009107768,454.34725927192756
27,212360693147.64,1.017626452611982e+16,2750.004767285616,2650.5737041403686,454.3472374710356
28,212360696004.96,1.0176265953903336e+16,2750.0049438566884,2650.573607369948,454.3472156701413
29,212360698862.28,1.0176267381687254e+16,2750.005120427796,2650.5735105995154,454.3471938692446
30,212360844585.6,1.0176340196896962e+16,2750.014125330503,2650.568575472247,454.34608203732734
31,212360844585.6,1.0176340196896962e+16,2750.014125330503,2650.568575472247,454.34608203732734
32,212360847442.92,1.0176341624703022e+16,2750.014301903423,2650.5684787011755,454.3460602363084
33,212360850300.24,1.0176343052509504e+16,2750.0144784763793,2650.5683819300907,454.346038435287
34,212360853157.56,1.017634448031642e+16,2750.0146550493705,2650.5682851589936,454.34601663426326
35,212360856014.88,1.0176345908123748e+16,2750.0148316223967,2650.568188387884,454.34599483323717
36,212360858872.2,1.0176347335931516e+16,2750.0150081954575,2650.5680916167626,454.3459730322087
37,212360861729.52,1.0176348763739716e+16,2750.0151847685534,2650.5679948456286,454.3459512311779
38,212360864586.84,1.0176350191548328e+16,2750.015361341684,2650.5678980744824,454.34592943014474
39,212360867444.16,1.0176351619357384e+16,2750.0155379148496,2650.567801303324,454.3459076291092
40,212360870301.48,1.0176353047166838e+16,2750.01571448805,2650.567704532153,454.34588582807135
41,212360873158.8,1.017635447497674e+16,2750.0158910612854,2650.56760776097,454.3458640270311
42,212360876016.12,1.0176355902787062e+16,2750.0160676345554,2650.5675109897747,454.3458422259885
43,212360878873.44,1.0176357330597788e+16,2750.0162442078604,2650.567414218567,454.3458204249436
44,212360881730.76,1.0176358758408978e+16,2750.0164207812004,2650.5673174473472,454.3457986238963
45,212360884588.08,1.0176360186220568e+16,2750.0165973545754,2650.567220676115,454.3457768228467
46,212360887445.4,1.0176361614032586e+16,2750.016773927985,2650.5671239048706,454.3457550217947
47,212360890302.72,1.0176363041845038e+16,2750.0169505014296,2650.5670271336135,454.3457332207403
48,212360893160.04,1.0176364469657924e+16,2750.0171270749092,2650.566930362344,454.34571141968365
49,212360896017.36,1.0176365897471212e+16,2750.0173036484234,2650.5668335910623,454.3456896186246
50,212360898874.68,1.0176367325284934e+16,2750.0174802219726,2650.5667368197683,454.3456678175632
51,212360901732.0,1.0176368753099072e+16,2750.017656795557,2650.566640048462,454.3456460164994
