#t, 	mag
54.095, 22.265
54.099, 22.461
54.102, 22.355
54.105, 22.628
54.110, 22.689
54.115, 23.030
54.120, 22.886
54.120, 23.499
54.145, 23.696
54.190, 22.977
54.201, 23.119
54.205, 22.507
54.212, 22.762
54.215, 22.151
54.220, 22.234
54.250, 22.060
54.255, 22.242
54.260, 22.197
54.265, 22.219
54.270, 22.257
54.270, 22.628
54.275, 22.416
54.275, 22.696
54.277, 22.920
54.280, 22.674
54.285, 22.833
54.290, 22.840
54.290, 24.045
54.295, 22.909
54.295, 23.348
54.295, 23.658
54.296, 23.117
54.300, 23.401
54.300, 23.742
54.302, 23.895
54.305, 23.651
54.305, 24.090
54.350, 22.704
54.355, 22.530
54.360, 22.931
54.362, 22.707
54.365, 22.924
54.370, 22.606
54.375, 22.500
54.380, 22.287
54.385, 22.174
54.390, 22.068
54.395, 21.962
54.400, 21.947
54.405, 21.810
54.410, 21.810
54.425, 21.742
54.430, 21.810
54.435, 21.969
54.440, 22.136
54.445, 22.303
54.445, 22.606
54.450, 22.681
54.455, 22.856
54.455, 23.242
54.460, 22.962
54.460, 23.348
54.465, 23.272
54.465, 23.666
54.470, 23.340
54.470, 23.802
54.475, 23.401
54.475, 24.090
54.478, 23.866
54.480, 23.658
54.480, 24.120
54.480, 24.537
54.485, 23.484
54.485, 23.954
54.485, 24.408
54.490, 23.105
54.490, 23.954
54.495, 22.787
54.495, 23.295
54.495, 23.870
54.500, 22.765
54.505, 22.878
54.505, 23.189
54.510, 22.727
54.515, 22.666
54.520, 22.553
