,Time,SunDist,EarthDist,Phase
116,212380955399.9999694824218750,40449698582414.7031250000000000,39646659818057.4375000000000000,0.3674738380196501
117,212380955699.9999694824218750,40450768698865.1015625000000000,39648590003960.2343750000000000,0.3674616207148861
118,212380956000.0000305175781250,40451838809623.7031250000000000,39650520179149.1796875000000000,0.3674476580808702
119,212380956300.0000000000000000,40452908914660.7031250000000000,39652450343621.6093750000000000,0.3674354407761062
120,212380956600.0000000000000000,40453979013991.0000000000000000,39654380497375.4140625000000000,0.3674214781420903
121,212380956899.9999694824218750,40455049107614.6015625000000000,39656310640408.5312500000000000,0.3674092608373263
122,212380957200.0000305175781250,40456119195531.5000000000000000,39658240772719.0078125000000000,0.3673970435325624
123,212380957500.0000305175781250,40457189277756.6015625000000000,39660170894303.8671875000000000,0.3673830808985464
124,212380957800.0000000000000000,40458259354260.1015625000000000,39662101005162.8203125000000000,0.3673708635937825
125,212380958099.9999694824218750,40459329425071.8046875000000000,39664031105292.7187500000000000,0.3673586462890185
126,212380958399.9999694824218750,40460399490176.7968750000000000,39665961194691.9375000000000000,0.3673446836550025
127,212380958700.0000305175781250,40461469549575.1015625000000000,39667891273358.0937500000000000,0.3673324663502386
128,212380959000.0000000000000000,40462539603266.6953125000000000,39669821341289.2500000000000000,0.3673202490454746
129,212380959300.0000000000000000,40463609651251.6015625000000000,39671751398482.5625000000000000,0.3673062864114587
130,212380959599.9999694824218750,40464679693544.7031250000000000,39673681444937.5937500000000000,0.3672940691066947
131,212380959900.0000305175781250,40465749730116.2031250000000000,39675611480651.5234375000000000,0.3672818518019307
132,212380960200.0000305175781250,40466819760995.8984375000000000,39677541505622.2578125000000000,0.3672678891679148
133,212380960500.0000000000000000,40467889786183.7968750000000000,39679471519847.6953125000000000,0.3672556718631508
134,212380960799.9999694824218750,40468959805650.1015625000000000,39681401523325.9218750000000000,0.3672434545583869
135,212380961099.9999694824218750,40470029819424.6015625000000000,39683331516054.9765625000000000,0.3672294919243709
136,212380961400.0000305175781250,40471099827492.3984375000000000,39685261498031.7578125000000000,0.3672172746196069
137,212380961700.0000000000000000,40472169829868.3984375000000000,39687191469255.9531250000000000,0.3672033119855910
138,212380962000.0000000000000000,40473239826537.7031250000000000,39689121429724.7265625000000000,0.3671910946808270
139,212380962299.9999694824218750,40474309817500.3046875000000000,39691051379435.8515625000000000,0.3671788773760631
140,212380962600.0000305175781250,40475379802771.1015625000000000,39692981318387.6875000000000000,0.3671649147420471
141,212380962900.0000305175781250,40476449782335.2031250000000000,39694911246577.6953125000000000,0.3671526974372832
142,212380963200.0000000000000000,40477519756192.6015625000000000,39696841164003.5000000000000000,0.3671404801325192
143,212380963499.9999694824218750,40478589724358.1953125000000000,39698771070664.3515625000000000,0.3671265174985032
144,212380963799.9999694824218750,40479659686832.0000000000000000,39700700966557.5703125000000000,0.3671143001937393
145,212380964100.0000305175781250,40480729643584.2031250000000000,39702630851680.9218750000000000,0.3671020828889753
146,212380964400.0000000000000000,40481799594659.5000000000000000,39704560726032.6171875000000000,0.3670881202549593
147,212380964700.0000000000000000,40482869540028.1015625000000000,39706490589610.2656250000000000,0.3670759029501954
148,212380964999.9999694824218750,40483939479690.0000000000000000,39708420442411.4921875000000000,0.3670636856454314
149,212380965300.0000305175781250,40485009413660.1015625000000000,39710350284435.4062500000000000,0.3670497230114155
150,212380965600.0000305175781250,40486079341938.3984375000000000,39712280115679.4609375000000000,0.3670375057066515
151,212380965900.0000000000000000,40487149264510.0000000000000000,39714209936141.4296875000000000,0.3670235430726356
152,212380966199.9999694824218750,40488219181389.7968750000000000,39716139745819.3750000000000000,0.3670113257678716
153,212380966499.9999694824218750,40489289092562.8984375000000000,39718069544711.2109375000000000,0.3669991084631076
154,212380966800.0000305175781250,40490358998044.2031250000000000,39719999332814.1093750000000000,0.3669851458290917
155,212380967100.0000000000000000,40491428897833.7031250000000000,39721929110127.6093750000000000,0.3669729285243277
156,212380967400.0000000000000000,40492498791916.5000000000000000,39723858876649.0468750000000000,0.3669607112195638
157,212380967699.9999694824218750,40493568680307.5000000000000000,39725788632376.0312500000000000,0.3669467485855478
158,212380968000.0000305175781250,40494638563006.7031250000000000,39727718377306.7656250000000000,0.3669345312807839
159,212380968300.0000305175781250,40495708439999.2031250000000000,39729648111439.3281250000000000,0.3669223139760199
160,212380968600.0000000000000000,40496778311299.8984375000000000,39731577834771.3281250000000000,0.3669083513420039
161,212380968899.9999694824218750,40497848176908.7968750000000000,39733507547300.0781250000000000,0.3668961340372400
162,212380969199.9999694824218750,40498918036825.8984375000000000,39735437249025.2890625000000000,0.3668839167324761
163,212380969500.0000305175781250,40499987891051.2031250000000000,39737366939943.9765625000000000,0.3668699540984601
164,212380969800.0000000000000000,40501057739569.8046875000000000,39739296620054.0546875000000000,0.3668577367936961
165,212380970100.0000000000000000,40502127582396.5937500000000000,39741226289353.5859375000000000,0.3668437741596801
166,212380970399.9999694824218750,40503197419531.6015625000000000,39743155947840.4921875000000000,0.3668315568549162
167,212380970700.0000305175781250,40504267250974.8046875000000000,39745085595511.9296875000000000,0.3668193395501522
168,212380971000.0000305175781250,40505337076726.2031250000000000,39747015232367.4531250000000000,0.3668053769161363
169,212380971300.0000000000000000,40506406896785.8046875000000000,39748944858404.2421875000000000,0.3667931596113723
170,212380971599.9999694824218750,40507476711138.6953125000000000,39750874473620.1953125000000000,0.3667809423066083
171,212380971899.9999694824218750,40508546519814.7031250000000000,39752804078013.3906250000000000,0.3667669796725924
172,212380972200.0000305175781250,40509616322784.0000000000000000,39754733671581.5859375000000000,0.3667547623678284
173,212380972500.0000000000000000,40510686120076.3984375000000000,39756663254322.2500000000000000,0.3667425450630645
174,212380972800.0000000000000000,40511755911662.0937500000000000,39758592826234.6406250000000000,0.3667285824290485
175,212380973099.9999694824218750,40512825697570.8984375000000000,39760522387316.2109375000000000,0.3667163651242845
176,212380973400.0000305175781250,40513895477773.0000000000000000,39762451937564.6015625000000000,0.3667024024902686
177,212380973700.0000305175781250,40514965252298.2031250000000000,39764381476978.0000000000000000,0.3666901851855046
178,212380974000.0000000000000000,40516035021116.6953125000000000,39766311005554.3359375000000000,0.3666779678807407
179,212380974299.9999694824218750,40517104784258.3046875000000000,39768240523290.7656250000000000,0.3666640052467247
180,212380974599.9999694824218750,40518174541708.1015625000000000,39770170030186.7031250000000000,0.3666517879419608
181,212380974900.0000305175781250,40519244293466.1015625000000000,39772099526239.6171875000000000,0.3666395706371968
182,212380975200.0000000000000000,40520314039532.2968750000000000,39774029011447.1093750000000000,0.3666256080031808
183,212380975500.0000000000000000,40521383779906.6953125000000000,39775958485807.4140625000000000,0.3666133906984169
184,212380975799.9999694824218750,40522453514589.2968750000000000,39777887949318.2734375000000000,0.3666011733936529
185,212380976100.0000305175781250,40523523243595.0000000000000000,39779817401977.9218750000000000,0.3665872107596370
186,212380976400.0000305175781250,40524592966894.0000000000000000,39781746843783.3515625000000000,0.3665749934548730
187,212380976700.0000000000000000,40525662684516.0937500000000000,39783676274734.1406250000000000,0.3665627761501091
188,212380976999.9999694824218750,40526732396461.3046875000000000,39785605694827.3046875000000000,0.3665488135160931
189,212380977299.9999694824218750,40527802102699.8046875000000000,39787535104061.1953125000000000,0.3665365962113292
190,212380977600.0000305175781250,40528871803261.3984375000000000,39789464502433.4218750000000000,0.3665226335773132
191,212380977900.0000000000000000,40529941498131.2031250000000000,39791393889942.0781250000000000,0.3665104162725493
192,212380978200.0000000000000000,40531011187309.2031250000000000,39793323266584.2968750000000000,0.3664981989677852
193,212380978499.9999694824218750,40532080870795.3984375000000000,39795252632359.8046875000000000,0.3664842363337694
194,212380978800.0000305175781250,40533150548604.7031250000000000,39797181987265.4609375000000000,0.3664720190290053
195,212380979100.0000305175781250,40534220220737.1015625000000000,39799111331299.4843750000000000,0.3664598017242414
196,212380979400.0000000000000000,40535289887162.7968750000000000,39801040664459.6406250000000000,0.3664458390902254
197,212380979699.9999694824218750,40536359547926.5000000000000000,39802969986744.1328125000000000,0.3664336217854615
