,Time,SunDist,EarthDist,Phase
0,212360616000.0000000000000000,46999037079746.2968750000000000,42089861407311.3125000000000000,0.3205838223355704
1,212360637600.0000000000000000,46924218937077.0000000000000000,41987191092990.6796875000000000,0.3210393532703410
2,212360659200.0000000000000000,46849377990702.7031250000000000,41884633721885.7421875000000000,0.3214948842051115
3,212360680800.0000000000000000,46774514175808.3984375000000000,41782190220952.3125000000000000,0.3219504151398820
4,212360702400.0000000000000000,46699627427281.0937500000000000,41679861518199.2031250000000000,0.3224094367331565
5,212360724000.0000000000000000,46624717679724.7031250000000000,41577648542858.4843750000000000,0.3228684583264310
6,212360745600.0000000000000000,46549784867445.1015625000000000,41475552225543.5078125000000000,0.3233292252489576
7,212360767200.0000000000000000,46474828924435.2968750000000000,41373573498403.6250000000000000,0.3237917375007360
8,212360788800.0000000000000000,46399849784390.2968750000000000,41271713295270.5625000000000000,0.3242559950817665
9,212360810400.0000000000000000,46324847380722.0000000000000000,41169972551794.5781250000000000,0.3247202526627970
10,212360832000.0000000000000000,46249821646529.3984375000000000,41068352205576.8046875000000000,0.3251862555730795
11,212360853600.0000000000000000,46174772514583.7031250000000000,40966853196296.6250000000000000,0.3256540038126139
12,212360875200.0000000000000000,46099699917373.0000000000000000,40865476465829.6640625000000000,0.3261234973814005
13,212360896800.0000000000000000,46024603787057.5937500000000000,40764222958363.5937500000000000,0.3265947362794389
14,212360918400.0000000000000000,45949484055529.6015625000000000,40663093620507.9375000000000000,0.3270677205067294
15,212360940000.0000000000000000,45874340654293.7031250000000000,40562089401398.5000000000000000,0.3275424500632718
16,212360961600.0000000000000000,45799173514616.2031250000000000,40461211252797.5234375000000000,0.3280171796198143
17,212360983200.0000000000000000,45723982567376.0000000000000000,40360460129190.7968750000000000,0.3284953998348608
18,212361004800.0000000000000000,45648767743198.6953125000000000,40259836987879.7968750000000000,0.3289753653791592
19,212361026400.0000000000000000,45573528972322.5000000000000000,40159342789069.3828125000000000,0.3294553309234576
20,212361048000.0000000000000000,45498266184717.3984375000000000,40058978495951.5781250000000000,0.3299387871262601
21,212361069600.0000000000000000,45422979309995.7968750000000000,39958745074786.7812500000000000,0.3304239886583145
22,212361091200.0000000000000000,45347668277457.1953125000000000,39858643494980.2890625000000000,0.3309109355196209
23,212361112800.0000000000000000,45272333016058.3984375000000000,39758674729154.6640625000000000,0.3313978823809273
24,212361134400.0000000000000000,45196973454428.3984375000000000,39658839753218.1562500000000000,0.3318883199007377
