,Time,SunDist,EarthDist,Phase
0,212375649600.0000000000000000,20268693156823.1992187500000000,5906668500107.4804687500000000,0.3346249961678648
1,212375671200.0000000000000000,20358143718334.1992187500000000,6028499972807.7744140625000000,0.3415626799445423
2,212375692800.0000000000000000,20447507612177.3984375000000000,6150877055278.2304687500000000,0.3481862044558608
3,212375714400.0000000000000000,20536785334090.6992187500000000,6273772879834.9736328125000000,0.3545112776650882
4,212375736000.0000000000000000,20625977376087.0000000000000000,6397162495039.4746093750000000,0.3605518622062406
5,212375757600.0000000000000000,20715084226454.1992187500000000,6521022703919.4111328125000000,0.3663219207133339
6,212375779200.0000000000000000,20804106369770.0976562500000000,6645331917353.4140625000000000,0.3718354158203839
7,212375800800.0000000000000000,20893044286962.0000000000000000,6770070021118.8173828125000000,0.3771045648321548
8,212375822400.0000000000000000,20981898455306.6992187500000000,6895218255236.2216796875000000,0.3821415850534104
9,212375844000.0000000000000000,21070669348505.0000000000000000,7020759104399.0722656250000000,0.3869569484596628
10,212375865600.0000000000000000,21159357436607.1992187500000000,7146676198373.1113281250000000,0.3915611270264238
11,212375887200.0000000000000000,21247963186147.2031250000000000,7272954221404.5332031250000000,0.3959663380584575
12,212375908800.0000000000000000,21336487060112.6992187500000000,7399578829742.2236328125000000,0.4001795628727718
13,212375930400.0000000000000000,21424929517975.0000000000000000,7526536576482.9072265625000000,0.4042095281156268
14,212375952000.0000000000000000,21513291015718.8007812500000000,7653814843040.8271484375000000,0.4080667057625342
15,212375973600.0000000000000000,21601572005842.1992187500000000,7781401776589.0585937500000000,0.4117580771305022
16,212375995200.0000000000000000,21689772937416.3007812500000000,7909286232924.2607421875000000,0.4152906235365387
17,212376016800.0000000000000000,21777894256100.0976562500000000,8037457724220.1318359375000000,0.4186730716269038
18,212376038400.0000000000000000,21865936404155.4023437500000000,8165906371226.7119140625000000,0.4219106573893532
19,212376060000.0000000000000000,21953899820476.6015625000000000,8294622859495.0810546875000000,0.4250086168116431
20,212376081600.0000000000000000,22041784940575.8007812500000000,8423598399255.5322265625000000,0.4279756765400335
21,212376103200.0000000000000000,22129592196702.0000000000000000,8552824688618.2958984375000000,0.4308170725622803
22,212376124800.0000000000000000,22217322017751.7031250000000000,8682293879789.5800781250000000,0.4335362955368875
23,212376146400.0000000000000000,22304974829358.3007812500000000,8811998548038.7421875000000000,0.4361385814516111
24,212376168000.0000000000000000,22392551053936.8007812500000000,8941931663160.0175781250000000,0.4386309116234589
