,Time,SunDist,EarthDist,Phase
0,212367182400.0000000000000000,22738739767025.0000000000000000,20850137377295.1914062500000000,0.7044794632872352
1,212367204000.0000000000000000,22651465619935.8007812500000000,20826084609261.2695312500000000,0.7066925407787640
2,212367225600.0000000000000000,22564116539465.1992187500000000,20802344031568.0664062500000000,0.7089038729410407
3,212367247200.0000000000000000,22476692116384.6992187500000000,20778914356091.6562500000000000,0.7111117144448136
4,212367268800.0000000000000000,22389191938366.5976562500000000,20755794266980.6992187500000000,0.7133160652900824
5,212367290400.0000000000000000,22301615589954.2031250000000000,20732982420931.0664062500000000,0.7155186708060993
6,212367312000.0000000000000000,22213962652472.4023437500000000,20710477447516.2968750000000000,0.7177177856636122
7,212367333600.0000000000000000,22126232704146.9023437500000000,20688277949577.8476562500000000,0.7199151551918731
8,212367355200.0000000000000000,22038425319940.3007812500000000,20666382503670.4414062500000000,0.7221072887323779
9,212367376800.0000000000000000,21950540071626.6015625000000000,20644789660564.1992187500000000,0.7242959316143788
10,212367398400.0000000000000000,21862576527731.6015625000000000,20623497945792.8203125000000000,0.7264793385086238
11,212367420000.0000000000000000,21774534253518.0000000000000000,20602505860251.9609375000000000,0.7286592547443647
12,212367441600.0000000000000000,21686412811015.1992187500000000,20581811880831.4335937500000000,0.7308356803216016
13,212367463200.0000000000000000,21598211758900.1015625000000000,20561414461081.2539062500000000,0.7330068699110824
14,212367484800.0000000000000000,21509930652601.4023437500000000,20541312031897.9023437500000000,0.7351728235128075
15,212367506400.0000000000000000,21421569044165.5000000000000000,20521503002224.9765625000000000,0.7373335411267764
16,212367528000.0000000000000000,21333126482331.0000000000000000,20501985759757.3046875000000000,0.7394890227529894
17,212367549600.0000000000000000,21244602512498.8984375000000000,20482758671636.6757812500000000,0.7416392683914466
18,212367571200.0000000000000000,21155996676658.0976562500000000,20463820085134.6718750000000000,0.7437825327128955
19,212367592800.0000000000000000,21067308513445.0000000000000000,20445168328309.9257812500000000,0.7459205610465887
20,212367614400.0000000000000000,20978537558069.0000000000000000,20426801710631.8359375000000000,0.7480533533925257
21,212367636000.0000000000000000,20889683342372.0976562500000000,20408718523566.8632812500000000,0.7501774190922027
22,212367657600.0000000000000000,20800745394739.5000000000000000,20390917041118.0820312500000000,0.7522962488041238
23,212367679200.0000000000000000,20711723240144.3007812500000000,20373395520316.2734375000000000,0.7544063518697850
24,212367700800.0000000000000000,20622616400117.6992187500000000,20356152201658.4296875000000000,0.7565094736184381
