,0,1
0,212360616000.0,1.9144062496591064e+16
1,212360618857.32,1.9145164800623996e+16
2,212360621714.64,1.9146517271224188e+16
3,212360624571.96,1.9147927240798156e+16
4,212360627429.28,1.9149350693990616e+16
5,212360630286.6,1.9150777494475716e+16
6,212360633143.92,1.9152205277840732e+16
7,212360636001.24,1.9153633479840268e+16
8,212360638858.56,1.915506196042418e+16
9,212360641715.88,1.9156490682592292e+16
10,212360644573.2,1.9157919635686932e+16
11,212360647430.52,1.9159348816324656e+16
12,212360650287.84,1.916077822334263e+16
13,212360653145.16,1.9162207856328456e+16
14,212360656002.48,1.9163637715144732e+16
15,212360658859.8,1.9165067799763344e+16
16,212360661717.12,1.916649811020525e+16
17,212360664574.44,1.9167928646515412e+16
18,212360667431.76,1.9169359408746532e+16
19,212360670289.08,1.917079039695077e+16
20,212360673146.4,1.9172221611179572e+16
21,212360676003.72,1.9173653051488516e+16
22,212360678861.04,1.917508471793736e+16
23,212360681718.36,1.917651661058551e+16
24,212360684575.68,1.9177948729487904e+16
25,212360687433.0,1.917938107469754e+16
26,212360690290.32,1.918081364627038e+16
27,212360693147.64,1.9182246444266724e+16
28,212360696004.96,1.918367946874611e+16
29,212360698862.28,1.918511271976367e+16
30,212360844585.6,1.925727893894567e+16
31,212360844585.6,1.925727893894567e+16
32,212360847442.92,1.9258722012203176e+16
33,212360850300.24,1.9260166736805136e+16
34,212360853157.56,1.9261612023271776e+16
35,212360856014.88,1.926305761865931e+16
36,212360858872.2,1.9264503463355804e+16
37,212360861729.52,1.9265949542955244e+16
38,212360864586.84,1.92673958538452e+16
39,212360867444.16,1.926884239508353e+16
40,212360870301.48,1.9270289166425036e+16
41,212360873158.8,1.9271736167822908e+16
42,212360876016.12,1.9273183399297412e+16
43,212360878873.44,1.9274630860895584e+16
44,212360881730.76,1.9276078552672412e+16
45,212360884588.08,1.9277526474681596e+16
46,212360887445.4,1.9278974626976116e+16
47,212360890302.72,1.9280423009612824e+16
48,212360893160.04,1.9281871622653376e+16
49,212360896017.36,1.928332046615881e+16
50,212360898874.68,1.9284769540185544e+16
51,212360901732.0,1.9286218844787636e+16
52,212360904589.32,1.928766838002262e+16
53,212360907446.64,1.9289118145952412e+16
54,212360910303.96,1.9290568142638292e+16
55,212360913161.28,1.9292018370136748e+16
56,212360916018.6,1.9293468828502052e+16
57,212360918875.92,1.9294919517791748e+16
58,212360921733.24,1.9296370438067932e+16
59,212360924590.56,1.9297821589391956e+16
60,212360927447.88,1.9299272971820504e+16
61,212361073171.2,1.9373058102321308e+16
62,212361073171.2,1.9373058102321308e+16
63,212361076028.52,1.9374519590785144e+16
64,212361078885.84,1.93759827852951e+16
65,212361081743.16,1.9377446559855788e+16
66,212361084600.48,1.937891065173791e+16
67,212361087457.8,1.93803749986805e+16
68,212361090315.12,1.9381839585539736e+16
69,212361093172.44,1.938330440848753e+16
70,212361096029.76,1.9384769466514544e+16
71,212361098887.08,1.9386234759353016e+16
72,212361101744.4,1.938770028694844e+16
73,212361104601.72,1.938916604931897e+16
74,212361107459.04,1.9390632046512016e+16
75,212361110316.36,1.939209827858374e+16
76,212361113173.68,1.939356474558907e+16
77,212361116031.0,1.9395031447582156e+16
78,212361118888.32,1.93964983846214e+16
79,212361121745.64,1.939796555677031e+16
80,212361124602.96,1.9399432964091864e+16
81,212361127460.28,1.9400900606643904e+16
82,212361130317.6,1.940236848448191e+16
83,212361133174.92,1.9403836597664976e+16
84,212361136032.24,1.9405304946256908e+16
85,212361138889.56,1.940677353032093e+16
86,212361141746.88,1.9408242349915076e+16
87,212361144604.2,1.9409711405094828e+16
88,212361147461.52,1.9411180695919464e+16
89,212361150318.84,1.941265022245292e+16
90,212361153176.16,1.9414119984758536e+16
91,212361156033.48,1.941558998289443e+16
92,212361301756.8,1.9490319995395508e+16
93,212361301756.8,1.9490319995395508e+16
94,212361304614.12,1.9491800294630628e+16
95,212361307471.44,1.9493282341325148e+16
96,212361310328.76,1.9494764983255956e+16
97,212361313186.08,1.949624795028208e+16
98,212361316043.4,1.9497731178057148e+16
99,212361318900.72,1.949921465084025e+16
100,212361321758.04,1.950069836462567e+16
101,212361324615.36,1.9502182318348348e+16
102,212361327472.68,1.9503666511722036e+16
103,212361330330.0,1.9505150944685764e+16
104,212361333187.32,1.950663561725625e+16
105,212361336044.64,1.9508120529481548e+16
106,212361338901.96,1.950960568141921e+16
107,212361341759.28,1.951109107312546e+16
108,212361344616.6,1.9512576704655664e+16
109,212361347473.92,1.951406257606982e+16
110,212361350331.24,1.951554868743341e+16
111,212361353188.56,1.9517035038811428e+16
112,212361356045.88,1.9518521630263276e+16
