,0,1
0,212360616000.0,2.943328138524235e+17
1,212360618857.32,2.94338829455485e+17
2,212360621714.64,2.9434533185640045e+17
3,212360624571.96,2.943518745885552e+17
4,212360627429.28,2.943584210138447e+17
5,212360630286.6,2.943649680500974e+17
6,212360633143.92,2.943715154244983e+17
7,212360636001.24,2.943780631104958e+17
8,212360638858.56,2.9438461110511066e+17
9,212360641715.88,2.943911594079399e+17
10,212360644573.2,2.9439770801891955e+17
11,212360647430.52,2.9440425693806317e+17
12,212360650287.84,2.944108061654193e+17
13,212360653145.16,2.944173557010221e+17
14,212360656002.48,2.944239055448772e+17
15,212360658859.8,2.9443045569698406e+17
16,212360661717.12,2.944370061573682e+17
17,212360664574.44,2.944435569260786e+17
18,212360667431.76,2.944501080031508e+17
19,212360670289.08,2.944566593885907e+17
20,212360673146.4,2.9446321108239744e+17
21,212360676003.72,2.944697630845965e+17
22,212360678861.04,2.9447631539523686e+17
23,212360681718.36,2.944828680143555e+17
24,212360684575.68,2.9448942094195603e+17
25,212360687433.0,2.9449597417803866e+17
26,212360690290.32,2.945025277226288e+17
27,212360693147.64,2.945090815757759e+17
28,212360696004.96,2.945156357375158e+17
29,212360698862.28,2.945221902078532e+17
30,212360844585.6,2.948551964358141e+17
31,212360844585.6,2.948551964358141e+17
32,212360847442.92,2.948617660062314e+17
33,212360850300.24,2.9486833671636186e+17
34,212360853157.56,2.9487490780679565e+17
35,212360856014.88,2.9488147921342957e+17
36,212360858872.2,2.9488805093056083e+17
37,212360861729.52,2.9489462295765536e+17
38,212360864586.84,2.949011952947004e+17
39,212360867444.16,2.949077679417229e+17
40,212360870301.48,2.949143408987265e+17
41,212360873158.8,2.949209141657092e+17
42,212360876016.12,2.949274877426974e+17
43,212360878873.44,2.9493406162974035e+17
44,212360881730.76,2.9494063582687654e+17
45,212360884588.08,2.949472103341095e+17
46,212360887445.4,2.9495378515143744e+17
47,212360890302.72,2.949603602788863e+17
48,212360893160.04,2.94966935716507e+17
49,212360896017.36,2.9497351146433664e+17
50,212360898874.68,2.949800875223786e+17
51,212360901732.0,2.949866638906317e+17
52,212360904589.32,2.949932405691226e+17
53,212360907446.64,2.949998175579011e+17
54,212360910303.96,2.950063948570041e+17
55,212360913161.28,2.950129724664371e+17
56,212360916018.6,2.950195503861966e+17
57,212360918875.92,2.950261286163094e+17
58,212360921733.24,2.950327071568265e+17
59,212360924590.56,2.950392860077846e+17
60,212360927447.88,2.9504586516918874e+17
61,212361073171.2,2.953810902167759e+17
62,212361073171.2,2.953810902167759e+17
63,212361076028.52,2.9538768461086394e+17
64,212361078885.84,2.9539428015568346e+17
65,212361081743.16,2.9540087608359866e+17
66,212361084600.48,2.9540747232967744e+17
67,212361087457.8,2.954140688881256e+17
68,212361090315.12,2.9542066575839974e+17
69,212361093172.44,2.954272629404867e+17
70,212361096029.76,2.954338604344158e+17
