,Times,MoIs,a,b,c
0,212360616000.0,1.5354284744791304e+18,7500.0,7228.8445004813575,1239.1304347826085
1,212360618857.32,1.5358011993522235e+18,7500.901661140989,7228.752903810201,1238.9845746168555
2,212360621714.64,1.5365313517794788e+18,7502.646811634647,7228.54857924909,1238.6907614589209
3,212360624571.96,1.5376080987929966e+18,7505.192016057358,7228.2168479121165,1238.251056722355
4,212360627429.28,1.5390216944646333e+18,7508.50232898677,7227.746500605509,1237.6681360576301
5,212360630286.6,1.5407631324616612e+18,7512.548208510346,7227.12856680325,1236.9449392145561
6,212360633143.92,1.542824037770819e+18,7517.303838947088,7226.355652461292,1236.0846520397201
7,212360636001.24,1.5451966025456735e+18,7522.74614751882,7225.421544161838,1235.0907190545754
8,212360638858.56,1.5478735390315986e+18,7528.8541886809735,7224.320954232715,1233.9668391857224
9,212360641715.88,1.5508480419298145e+18,7535.608736288274,7223.04934648327,1232.7169406772111
10,212360644573.2,1.5541137568520988e+18,7542.992000091494,7221.6028110589405,1231.345141513573
11,212360647430.52,1.5576647530708897e+18,7550.987420378405,7219.977970883402,1229.8557028222558
12,212360650287.84,1.5614954994921403e+18,7559.579513893426,7218.17190936323,1228.2529811039801
13,212360653145.16,1.5656008431598152e+18,7568.753754695673,7216.18211296574,1226.5413830872037
14,212360656002.48,1.569975989820084e+18,7578.496479615189,7214.006424543789,1224.7253252993678
15,212360658859.8,1.5746164862072061e+18,7588.794811530208,7211.643004643817,1222.8091992480977
16,212360661717.12,1.5795182037995223e+18,7599.63659588267,7209.09029888742,1220.7973423449346
17,212360664574.44,1.5846773238524355e+18,7611.010347245721,7206.347010071119,1218.694014266156
18,212360667431.76,1.5900903235558203e+18,7622.905203672086,7203.412074000008,1216.5033782234782
19,212360670289.08,1.5957539631930255e+18,7635.310887168249,7200.28463832582,1214.229486531266
20,212360673146.4,1.601665274200421e+18,7648.217669064306,7196.964043839203,1211.876269850587
21,212360676003.72,1.607821548043182e+18,7661.616339349199,7193.449807794561,1209.4475295276025
22,212360678861.04,1.6142203258358518e+18,7675.4981792570325,7189.741608939759,1206.9469325017183
23,212360681718.36,1.6208593886465037e+18,7689.854936548786,7185.839273992715,1204.3780083240445
24,212360684575.68,1.627736748431437e+18,7704.678803052167,7181.742765359332,1201.7441478913522
25,212360687433.0,1.634850819421702e+18,7719.96239411218,7177.452169927246,1199.0486035608599
26,212360690290.32,1.6422002713737513e+18,7735.698729674012,7172.967688800639,1196.2944903649939
27,212360693147.64,1.6497833739975293e+18,7751.881216773445,7168.289627865357,1193.4847880922387
28,212360696004.96,1.657598982951646e+18,7768.5036332520995,7163.418389092405,1190.6223440404808
29,212360698862.28,1.6656461474863163e+18,7785.560112548073,7158.354462502758,1187.7098762834048
30,212360844585.6,1.911054973613267e+18,8308.1203451707,7026.854949140013,1094.115881546845
31,212360844585.6,1.911054973613267e+18,8308.1203451707,7026.854949140013,1094.115881546845
32,212360847442.92,1.9202948443165197e+18,8326.149772679248,7021.491005986393,1091.5531073672519
33,212360850300.24,1.929850362749857e+18,8344.710204312747,7015.964625129361,1088.9386178828615
34,212360853157.56,1.9397168720001027e+18,8363.79278170204,7010.264071900293,1086.267430327814
35,212360856014.88,1.9498930755491446e+18,8383.391331958726,7004.383547435232,1083.541372563151
36,212360858872.2,1.960378407516764e+18,8403.500559517084,6998.319592761069,1080.7628013326446
37,212360861729.52,1.9711727545373279e+18,8424.115550769446,6992.069960362867,1077.9340187974462
38,212360864586.84,1.9822758118537825e+18,8445.231660702322,6985.633141121391,1075.057231171402
39,212360867444.16,1.9936877577643146e+18,8466.844493686409,6979.0081248098295,1072.1345627805235
40,212360870301.48,2.0054089930695078e+18,8488.949904446697,6972.194262791157,1069.1680695719037
41,212360873158.8,2.0174401342172838e+18,8511.544001056349,6965.191182074781,1066.1597468099903
42,212360876016.12,2.0297820077955057e+18,8534.623146070364,6957.998727793004,1063.111532306286
43,212360878873.44,2.0424356458120384e+18,8558.183955495666,6950.616922581855,1060.025306969423
44,212360881730.76,2.0554022815450332e+18,8582.223296068692,6943.045936618215,1056.902894020684
45,212360884588.08,2.0686833458569482e+18,8606.738281363347,6935.2860647118605,1053.746057749757
46,212360887445.4,2.0822804639091277e+18,8631.726267145754,6927.337708270539,1050.5565023259903
47,212360890302.72,2.0961954522343145e+18,8657.18484627686,6919.201360758177,1047.3358709348365
48,212360893160.04,2.1104289275397458e+18,8683.11184337232,6910.877595739403,1044.0857453531798
49,212360896017.36,2.12498407283797e+18,8709.505309362929,6902.3670568933585,1040.807645984648
50,212360898874.68,2.1398650135252895e+18,8736.363516052708,6893.670449563279,1037.5030323253914
51,212360901732.0,2.1550731314984428e+18,8763.684950740102,6884.788533528301,1034.1733038065418
52,212360904589.32,2.1706110112805243e+18,8791.468310945931,6875.722116764679,1030.8198009510202
53,212360907446.64,2.1864829311154028e+18,8819.712499276973,6866.472050019557,1027.4438067826625
54,212360910303.96,2.2026909748300467e+18,8848.41661844376,6857.039222060209,1024.0465484304793
55,212360913161.28,2.2192388193409902e+18,8877.579966444171,6847.424555490746,1020.6291988776992
56,212360916018.6,2.23612924433291e+18,8907.202031919538,6837.629003049965,1017.192878812597
57,212360918875.92,2.2533658300490908e+18,8937.282489686591,6827.653544320544,1013.7386585451907
58,212360921733.24,2.2709523822565898e+18,8967.82119644624,6817.499182792611,1010.2675599603151
59,212360924590.56,2.2888928866203807e+18,8998.81818666853,6807.166943234781,1006.7805584832049
60,212360927447.88,2.307191719237966e+18,9030.273668651978,6796.65786933379,1003.2785850385287
61,212361073171.2,3.055787140828629e+18,10318.967480061408,6384.503142287362,842.5069387228692
62,212361073171.2,3.055787140828629e+18,10318.967480061408,6384.503142287362,842.5069387228692
63,212361076028.52,3.077865552160475e+18,10351.658612665271,6373.972304644135,840.1728012827044
64,212361078885.84,3.100590767092955e+18,10385.086640431113,6363.389537208771,837.8033909315327
65,212361081743.16,3.123955634889412e+18,10419.240151073107,6352.7141650159765,835.38704953366
66,212361084600.48,3.1479628275522816e+18,10454.116223689047,6341.924995663605,832.9246843268791
67,212361087457.8,3.1726169361434194e+18,10489.713979753267,6331.008755687466,830.4177388541037
68,212361090315.12,3.1979235595428987e+18,10526.033060121585,6319.956257263345,828.0334341359311
69,212361093172.44,3.2238886253581435e+18,10563.07329282295,6308.760737159528,825.9561061310523
70,212361096029.76,3.2505186209171773e+18,10600.834634803943,6297.417014312307,823.8513206018764
71,212361098887.08,3.277820299971711e+18,10639.317175536267,6285.921014581758,821.7204159677744
72,212361101744.4,3.30580071366323e+18,10678.521152293079,6274.269480357472,819.5648049656711
73,212361104601.72,3.3344674919882906e+18,10718.44696519503,6262.459781455372,817.3859508325708
74,212361107459.04,3.363828658020503e+18,10759.09518956812,6250.48978539383,815.1853461194873
75,212361110316.36,3.3938926266588913e+18,10800.46658550206,6238.357764522223,812.9644950336603
76,212361113173.68,3.424668204373397e+18,10842.562105022653,6226.062327191734,810.7248993443427
