,0,1
0,212360616000.0,1.9144062496591064e+16
1,212360618857.32,1.9144201102647028e+16
2,212360621714.64,1.9144343690604244e+16
3,212360624571.96,1.914448639759614e+16
4,212360627429.28,1.9144629110408556e+16
5,212360630286.6,1.9144771825590092e+16
6,212360633143.92,1.9144914543026544e+16
7,212360636001.24,1.914505726271427e+16
8,212360638858.56,1.914519998465323e+16
9,212360641715.88,1.9145342708843136e+16
10,212360644573.2,1.9145485435283356e+16
11,212360647430.52,1.91456281639742e+16
12,212360650287.84,1.9145770894916292e+16
13,212360653145.16,1.914591362811005e+16
14,212360656002.48,1.9146056363554864e+16
15,212360658859.8,1.914619910125034e+16
16,212360661717.12,1.914634184119673e+16
17,212360664574.44,1.9146484583394652e+16
18,212360667431.76,1.914662732784444e+16
19,212360670289.08,1.914677007454568e+16
20,212360673146.4,1.914691282349785e+16
21,212360676003.72,1.914705557470116e+16
22,212360678861.04,1.914719832815633e+16
23,212360681718.36,1.9147341083863636e+16
24,212360684575.68,1.9147483841822616e+16
25,212360687433.0,1.9147626602032864e+16
26,212360690290.32,1.9147769364494508e+16
27,212360693147.64,1.914791212920834e+16
28,212360696004.96,1.9148054896174548e+16
29,212360698862.28,1.9148197665392772e+16
30,212360844585.6,1.9155469603507976e+16
31,212360844585.6,1.9155469603507976e+16
32,212360847442.92,1.9155612487377076e+16
33,212360850300.24,1.9155755375783064e+16
34,212360853157.56,1.9155898266514216e+16
35,212360856014.88,1.9156041159502748e+16
36,212360858872.2,1.915618405474596e+16
37,212360861729.52,1.9156326952243976e+16
38,212360864586.84,1.9156469851997504e+16
39,212360867444.16,1.915661275400687e+16
40,212360870301.48,1.9156755658271628e+16
41,212360873158.8,1.915689856479124e+16
42,212360876016.12,1.9157041473565916e+16
43,212360878873.44,1.915718438459641e+16
44,212360881730.76,1.9157327297883016e+16
45,212360884588.08,1.915747021342527e+16
46,212360887445.4,1.915761313122272e+16
47,212360890302.72,1.915775605127544e+16
48,212360893160.04,1.91578989735843e+16
49,212360896017.36,1.9158041898149572e+16
50,212360898874.68,1.915818482497076e+16
51,212360901732.0,1.9158327754047436e+16
52,212360904589.32,1.9158470685379692e+16
53,212360907446.64,1.9158613618968296e+16
54,212360910303.96,1.9158756554813644e+16
55,212360913161.28,1.9158899492915216e+16
56,212360916018.6,1.9159042433272464e+16
57,212360918875.92,1.915918537588562e+16
58,212360921733.24,1.915932832075546e+16
59,212360924590.56,1.9159471267882268e+16
60,212360927447.88,1.915961421726555e+16
61,212361073171.2,1.916690237500925e+16
62,212361073171.2,1.916690237500925e+16
63,212361076028.52,1.916704543938344e+16
64,212361078885.84,1.916718850830763e+16
65,212361081743.16,1.916733157956185e+16
66,212361084600.48,1.9167474653078028e+16
67,212361087457.8,1.916761772885336e+16
68,212361090315.12,1.916776080688796e+16
69,212361093172.44,1.9167903887182696e+16
70,212361096029.76,1.9168046969737776e+16
71,212361098887.08,1.91681900545528e+16
72,212361101744.4,1.916833314162715e+16
73,212361104601.72,1.9168476230961056e+16
74,212361107459.04,1.9168619322555364e+16
75,212361110316.36,1.9168762416410324e+16
76,212361113173.68,1.9168905512525456e+16
77,212361116031.0,1.9169048610900256e+16
78,212361118888.32,1.9169191711534864e+16
79,212361121745.64,1.9169334814430172e+16
80,212361124602.96,1.916947791958642e+16
81,212361127460.28,1.916962102700312e+16
82,212361130317.6,1.916976413667975e+16
83,212361133174.92,1.9169907248616548e+16
84,212361136032.24,1.9170050362814204e+16
85,212361138889.56,1.9170193479273184e+16
86,212361141746.88,1.9170336597992844e+16
87,212361144604.2,1.9170479718972716e+16
88,212361147461.52,1.9170622842213068e+16
89,212361150318.84,1.917076596771456e+16
90,212361153176.16,1.9170909095477628e+16
91,212361156033.48,1.9171052225501708e+16
92,212361301756.8,1.9178349591728664e+16
93,212361301756.8,1.9178349591728664e+16
94,212361304614.12,1.917849283697258e+16
95,212361307471.44,1.9178636086777316e+16
96,212361310328.76,1.917877933891688e+16
97,212361313186.08,1.917892259332297e+16
98,212361316043.4,1.9179065849992716e+16
99,212361318900.72,1.917920910892624e+16
100,212361321758.04,1.917935237012441e+16
101,212361324615.36,1.9179495633587536e+16
102,212361327472.68,1.9179638899315108e+16
103,212361330330.0,1.917978216730656e+16
104,212361333187.32,1.9179925437562092e+16
105,212361336044.64,1.9180068710082532e+16
106,212361338901.96,1.9180211984868216e+16
107,212361341759.28,1.9180355261918628e+16
108,212361344616.6,1.9180498541233172e+16
109,212361347473.92,1.9180641822812124e+16
110,212361350331.24,1.9180785106656236e+16
111,212361353188.56,1.918092839276591e+16
112,212361356045.88,1.9181071681140588e+16
113,212361358903.2,1.918121497177967e+16
114,212361361760.52,1.9181358264683428e+16
115,212361364617.84,1.9181501559852644e+16
116,212361367475.16,1.91816448572877e+16
117,212361370332.48,1.9181788156988056e+16
118,212361373189.8,1.918193145895311e+16
119,212361376047.12,1.9182074763183084e+16
120,212361378904.44,1.918221806967887e+16
121,212361381761.76,1.9182361378440736e+16
122,212361384619.08,1.918250468946818e+16
123,212361530342.4,1.9189811282663468e+16
124,212361530342.4,1.9189811282663468e+16
125,212361533199.72,1.9189954709140356e+16
126,212361536057.04,1.9190098140188836e+16
127,212361538914.36,1.9190241573577004e+16
128,212361541771.68,1.919038500923626e+16
129,212361544629.0,1.9190528447163668e+16
130,212361547486.32,1.9190671887359416e+16
131,212361550343.64,1.9190815329824364e+16
132,212361553200.96,1.9190958774558844e+16
133,212361556058.28,1.9191102221562372e+16
134,212361558915.6,1.919124567083421e+16
135,212361561772.92,1.919138912237467e+16
136,212361564630.24,1.919153257618463e+16
137,212361567487.56,1.9191676032264456e+16
138,212361570344.88,1.919181949061354e+16
139,212361573202.2,1.9191962951231264e+16
140,212361576059.52,1.9192106414117908e+16
141,212361578916.84,1.9192249879274304e+16
142,212361581774.16,1.9192393346700836e+16
143,212361584631.48,1.919253681639692e+16
144,212361587488.8,1.919268028836194e+16
145,212361590346.12,1.919282376259618e+16
146,212361593203.44,1.919296723910043e+16
147,212361596060.76,1.919311071787511e+16
148,212361598918.08,1.919325419891968e+16
149,212361601775.4,1.9193397682233376e+16
150,212361604632.72,1.919354116781662e+16
151,212361607490.04,1.919368465567019e+16
152,212361610347.36,1.919382814579446e+16
153,212361613204.68,1.919397163818885e+16
154,212361758928.0,1.9201287476884576e+16
155,212361758928.0,1.9201287476884576e+16
156,212361761785.32,1.9201431084958636e+16
157,212361764642.64,1.9201574697615156e+16
158,212361767499.96,1.920171831261619e+16
159,212361770357.28,1.920186192989289e+16
160,212361773214.6,1.9202005549442252e+16
161,212361776071.92,1.920214917126452e+16
162,212361778929.24,1.9202292795360532e+16
163,212361781786.56,1.920243642173077e+16
164,212361784643.88,1.9202580050374496e+16
