,0,1
0,212360616000.0,9.026657678840147e+16
1,212360618857.32,9.02677628014199e+16
2,212360621714.64,9.026901058384597e+16
3,212360624571.96,9.027026167946747e+16
4,212360627429.28,9.027151299174714e+16
5,212360630286.6,9.027276435133702e+16
6,212360633143.92,9.027401574833512e+16
7,212360636001.24,9.027526718209226e+16
8,212360638858.56,9.027651865256018e+16
9,212360641715.88,9.027777015973154e+16
10,212360644573.2,9.027902170360302e+16
11,212360647430.52,9.028027328417718e+16
12,212360650287.84,9.028152490146077e+16
13,212360653145.16,9.028277655545818e+16
14,212360656002.48,9.028402824616698e+16
15,212360658859.8,9.028527997358437e+16
16,212360661717.12,9.028653173771286e+16
17,212360664574.44,9.028778353855954e+16
18,212360667431.76,9.028903537612843e+16
19,212360670289.08,9.029028725041744e+16
20,212360673146.4,9.02915391614232e+16
21,212360676003.72,9.029279110914883e+16
22,212360678861.04,9.029404309360118e+16
23,212360681718.36,9.02952951147845e+16
24,212360684575.68,9.029654717269608e+16
25,212360687433.0,9.029779926733346e+16
26,212360690290.32,9.029905139869893e+16
27,212360693147.64,9.030030356679979e+16
28,212360696004.96,9.030155577163997e+16
29,212360698862.28,9.03028080132172e+16
30,212360844585.6,9.036652083190342e+16
31,212360844585.6,9.036652083190342e+16
32,212360847442.92,9.03677749112848e+16
33,212360850300.24,9.036902909322331e+16
34,212360853157.56,9.037028331560902e+16
35,212360856014.88,9.037153757503909e+16
36,212360858872.2,9.037279187131147e+16
37,212360861729.52,9.03740462044156e+16
38,212360864586.84,9.037530057435813e+16
39,212360867444.16,9.03765549811425e+16
40,212360870301.48,9.037780942476666e+16
41,212360873158.8,9.037906390522738e+16
42,212360876016.12,9.038031842252733e+16
43,212360878873.44,9.038157297667373e+16
44,212360881730.76,9.038282756767117e+16
45,212360884588.08,9.038408219551654e+16
46,212360887445.4,9.038533686020726e+16
47,212360890302.72,9.038659156174573e+16
48,212360893160.04,9.038784630013944e+16
49,212360896017.36,9.038910107539211e+16
50,212360898874.68,9.039035588750205e+16
51,212360901732.0,9.039161073646568e+16
52,212360904589.32,9.039286562228549e+16
53,212360907446.64,9.039412054496914e+16
54,212360910303.96,9.039537550452085e+16
55,212360913161.28,9.039663050093797e+16
56,212360916018.6,9.03978855342174e+16
57,212360918875.92,9.039914060436187e+16
58,212360921733.24,9.040039571137838e+16
59,212360924590.56,9.040165085527171e+16
60,212360927447.88,9.040290603603906e+16
61,212361073171.2,9.046688325170938e+16
62,212361073171.2,9.046688325170938e+16
63,212361076028.52,9.04681402803807e+16
64,212361078885.84,9.046939741220389e+16
65,212361081743.16,9.047065458464229e+16
66,212361084600.48,9.047191179426525e+16
67,212361087457.8,9.047316904086779e+16
68,212361090315.12,9.047442632443982e+16
69,212361093172.44,9.047568364498762e+16
70,212361096029.76,9.047694100251547e+16
71,212361098887.08,9.047819839702066e+16
72,212361101744.4,9.047945582849978e+16
73,212361104601.72,9.048071329695586e+16
74,212361107459.04,9.048197080239622e+16
75,212361110316.36,9.048322834482523e+16
76,212361113173.68,9.048448592424022e+16
77,212361116031.0,9.048574354063762e+16
78,212361118888.32,9.048700119402074e+16
79,212361121745.64,9.048825888439667e+16
80,212361124602.96,9.048951661177e+16
81,212361127460.28,9.049077437613794e+16
82,212361130317.6,9.049203217749704e+16
83,212361133174.92,9.049329001585024e+16
84,212361136032.24,9.049454789120491e+16
85,212361138889.56,9.049580580356573e+16
86,212361141746.88,9.049706375292973e+16
87,212361144604.2,9.049832173929366e+16
88,212361147461.52,9.049957976266021e+16
89,212361150318.84,9.050083782303685e+16
90,212361153176.16,9.050209592042824e+16
91,212361156033.48,9.05033540548317e+16
92,212361301756.8,9.05674817778244e+16
93,212361301756.8,9.05674817778244e+16
94,212361304614.12,9.056874176694626e+16
95,212361307471.44,9.057000185968891e+16
96,212361310328.76,9.057126199320858e+16
97,212361313186.08,9.057252216405253e+16
98,212361316043.4,9.057378237201478e+16
99,212361318900.72,9.057504261708422e+16
100,212361321758.04,9.057630289926803e+16
101,212361324615.36,9.057756321857061e+16
102,212361327472.68,9.057882357498894e+16
103,212361330330.0,9.058008396851928e+16
104,212361333187.32,9.058134439916451e+16
105,212361336044.64,9.058260486693285e+16
106,212361338901.96,9.05838653718284e+16
107,212361341759.28,9.05851259138485e+16
108,212361344616.6,9.058638649298934e+16
109,212361347473.92,9.058764710925368e+16
110,212361350331.24,9.058890776264955e+16
111,212361353188.56,9.059016845318152e+16
112,212361356045.88,9.0591429180847e+16
113,212361358903.2,9.05926899456415e+16
114,212361361760.52,9.059395074756822e+16
115,212361364617.84,9.05952115866353e+16
116,212361367475.16,9.059647246284723e+16
117,212361370332.48,9.05977333762011e+16
118,212361373189.8,9.05989943266928e+16
119,212361376047.12,9.060025531432552e+16
120,212361378904.44,9.060151633910717e+16
121,212361381761.76,9.06027774010423e+16
122,212361384619.08,9.060403850012808e+16
123,212361530342.4,9.066831729343592e+16
124,212361530342.4,9.066831729343592e+16
125,212361533199.72,9.066958025408918e+16
