,0,1
0,212360616000.0,1.9144062496591064e+16
1,212360618857.32,1.9147711313613204e+16
2,212360621714.64,1.9154056053077896e+16
3,212360624571.96,1.9162408589831972e+16
4,212360627429.28,1.9172261562963188e+16
5,212360630286.6,1.918323870747459e+16
6,212360633143.92,1.9195060231881536e+16
7,212360636001.24,1.920751779372833e+16
8,212360638858.56,1.9220456129790976e+16
9,212360641715.88,1.923375947216712e+16
10,212360644573.2,1.924734146700495e+16
11,212360647430.52,1.9261137678794616e+16
12,212360650287.84,1.927510001145234e+16
13,212360653145.16,1.9289192553533736e+16
14,212360656002.48,1.9303388482790544e+16
15,212360658859.8,1.931766775925976e+16
16,212360661717.12,1.9332015405549664e+16
17,212360664574.44,1.934642022451921e+16
18,212360667431.76,1.9360873842847564e+16
19,212360670289.08,1.937536999748162e+16
20,212360673146.4,1.938990400314142e+16
21,212360676003.72,1.9404472354823776e+16
22,212360678861.04,1.9419072430974724e+16
23,212360681718.36,1.9433702271749336e+16
24,212360684575.68,1.9448360413301588e+16
25,212360687433.0,1.946304576390186e+16
26,212360690290.32,1.9477757511283224e+16
27,212360693147.64,1.9492495053300036e+16
28,212360696004.96,1.9507257945994684e+16
29,212360698862.28,1.952204586467848e+16
30,212360844585.6,2.0184379447161388e+16
31,212360844585.6,2.0184379447161388e+16
32,212360847442.92,2.019969694635301e+16
33,212360850300.24,2.021518567295885e+16
34,212360853157.56,2.023081002571423e+16
35,212360856014.88,2.024654366487507e+16
36,212360858872.2,2.026236665217473e+16
37,212360861729.52,2.027826391180727e+16
38,212360864586.84,2.0294224055991164e+16
39,212360867444.16,2.0310238487862784e+16
40,212360870301.48,2.0326300720422784e+16
41,212360873158.8,2.0342405861151788e+16
42,212360876016.12,2.035855022255906e+16
43,212360878873.44,2.03747310280543e+16
44,212360881730.76,2.0390946189835616e+16
45,212360884588.08,2.0407194141151124e+16
46,212360887445.4,2.042347370961019e+16
47,212360890302.72,2.0439784021478116e+16
48,212360893160.04,2.045612442934431e+16
49,212360896017.36,2.0472494457429044e+16
50,212360898874.68,2.0488893760213388e+16
51,212360901732.0,2.0505322091144824e+16
52,212360904589.32,2.0521779278957664e+16
53,212360907446.64,2.0538265209736508e+16
54,212360910303.96,2.055477981331314e+16
55,212360913161.28,2.0571323052946268e+16
56,212360916018.6,2.058789491749697e+16
57,212360918875.92,2.0604495415496108e+16
58,212360921733.24,2.062112457063261e+16
59,212360924590.56,2.0637782418308892e+16
60,212360927447.88,2.065446900301205e+16
61,212361073171.2,2.147245927107812e+16
62,212361073171.2,2.147245927107812e+16
63,212361076028.52,2.1489824243243668e+16
64,212361078885.84,2.1507410354703344e+16
65,212361081743.16,2.1525173555623984e+16
66,212361084600.48,2.1543080664344576e+16
67,212361087457.8,2.1561106167752564e+16
68,212361090315.12,2.157923048245779e+16
69,212361093172.44,2.159743859473097e+16
70,212361096029.76,2.1615719001701056e+16
71,212361098887.08,2.1634062894148556e+16
72,212361101744.4,2.1652463528480076e+16
73,212361104601.72,2.1670915745048588e+16
74,212361107459.04,2.1689415599018084e+16
