,Theta,Phi,Psi
210,3.5391473131296296,1.1278181825727351,3.4073225395442637
211,3.2390622202651023,1.0279243080094824,3.083889658854139
212,3.156845884543277,1.3438194435149646,3.032801369990558
213,3.137073486833327,1.54796998579541,3.0049621481130657
214,3.52016222098694,1.079347120651056,3.6701186839285973
215,4.345231395902559,0.391286854665862,3.9557008935545537
216,3.1966960441443404,1.5082193335377774,3.207298085612119
217,4.204790088437032,0.2129524199890278,3.7789708981252663
218,2.8044726253539927,2.1981409884288645,2.7474547068373543
219,3.218161733289621,1.3970893477308064,3.0907650078382645
220,3.61090549860554,1.0528336174210784,3.479131868349473
221,3.262641729868915,0.907691203418792,3.1021374783426428
222,3.156845884543277,1.3438194435149646,3.032801369990558
223,3.1031422026417346,1.5705921398824796,2.8898124714287947
224,3.52016222098694,1.079347120651056,3.6701186839285973
225,4.345231395902559,0.391286854665862,3.9557008935545537
226,3.2074128125629424,1.5010744113146117,3.2436666595668884
227,4.204790088437032,0.2129524199890278,3.7789708981252663
228,2.8044726253539927,2.1981409884288645,2.7474547068373543
229,3.277270956879181,1.282632525860182,3.1398182822735676
230,3.8621490497207205,0.7966443835056284,3.7707297431867315
231,3.2976001892271105,0.8910157251607965,3.1297003333158036
232,3.202844802142525,1.2322960366645965,3.0700506143736392
233,3.1031422026417346,1.5705921398824796,2.8898124714287947
234,3.52016222098694,1.079347120651056,3.6701186839285973
235,4.345231395902559,0.391286854665862,3.9557008935545537
236,3.2074128125629424,1.5010744113146117,3.2436666595668884
237,4.204790088437032,0.2129524199890278,3.7789708981252663
238,2.8044726253539927,2.1981409884288645,2.7474547068373543
239,3.277270956879181,1.282632525860182,3.1398182822735676
240,3.8621490497207205,0.7966443835056284,3.7707297431867315
241,3.2976001892271105,0.8910157251607965,3.1297003333158036
242,3.6849243169677326,0.7418454273459062,3.4111430383967596
243,3.1031422026417346,1.5705921398824796,2.8898124714287947
244,3.864881524053289,0.7918710367429151,3.7894368008373718
245,4.345231395902559,0.391286854665862,3.9557008935545537
246,3.2074128125629424,1.5010744113146117,3.2436666595668884
247,4.204790088437032,0.2129524199890278,3.7789708981252663
248,2.399170728643563,3.2724681752518276,2.4332867536120824
249,3.277270956879181,1.282632525860182,3.1398182822735676
250,3.8621490497207205,0.7966443835056284,3.7707297431867315
251,3.2976001892271105,0.8910157251607965,3.1297003333158036
252,3.6849243169677326,0.7418454273459062,3.4111430383967596
253,3.1031422026417346,1.5705921398824796,2.8898124714287947
254,3.864881524053289,0.7918710367429151,3.7894368008373718
255,4.385351803015809,0.442232336808302,4.006188029381642
256,3.2074128125629424,1.5010744113146117,3.2436666595668884
257,4.204790088437032,0.2129524199890278,3.7789708981252663
258,2.399170728643563,3.2724681752518276,2.4332867536120824
259,3.277270956879181,1.282632525860182,3.1398182822735676
260,3.8447846857082033,0.826224727306987,3.7703120979018223
261,3.2976001892271105,0.8910157251607965,3.1297003333158036
262,3.7698638228287447,0.6067941581329395,3.440933652298162
263,3.1031422026417346,1.5705921398824796,2.8898124714287947
264,4.508955226267716,0.1334387229663483,4.550096459801335
265,4.385351803015809,0.442232336808302,4.006188029381642
266,3.1653903521714435,1.5462863321801616,3.209838552463205
267,4.244367721621833,0.17268753896018862,3.8069738113894744
268,2.399170728643563,3.2724681752518276,2.4332867536120824
269,3.277270956879181,1.282632525860182,3.1398182822735676
270,3.8424323566914937,0.8285856992087779,3.767519344158819
271,3.401957679409494,0.8282104459049504,3.198474479193674
272,3.7698638228287447,0.6067941581329395,3.440933652298162
273,3.1031422026417346,1.5705921398824796,2.8898124714287947
274,4.508955226267716,0.1334387229663483,4.550096459801335
275,4.385351803015809,0.442232336808302,4.006188029381642
276,3.1678749828606727,1.5404311409231426,3.208283550927096
277,4.306747096385875,0.11561888356282529,3.8550942932669123
278,2.399170728643563,3.2724681752518276,2.4332867536120824
279,3.277270956879181,1.282632525860182,3.1398182822735676
280,4.1684443403723845,0.488572992940113,4.150296184233487
281,3.401957679409494,0.8282104459049504,3.198474479193674
282,3.730697157818251,0.6426263369100227,3.410719838822693
283,3.1031422026417346,1.5705921398824796,2.8898124714287947
284,4.508955226267716,0.1334387229663483,4.550096459801335
285,4.660413641062059,0.05027921537767188,4.224015659279489
286,3.1678749828606727,1.5404311409231426,3.208283550927096
287,4.306747096385875,0.11561888356282529,3.8550942932669123
288,2.399170728643563,3.2724681752518276,2.4332867536120824
289,3.277270956879181,1.282632525860182,3.1398182822735676
290,4.319168936649865,0.33137546509794313,4.327264785305208
291,3.434332162623786,0.7102212991765349,3.2137043611255094
292,3.730697157818251,0.6426263369100227,3.410719838822693
293,3.1031422026417346,1.5705921398824796,2.8898124714287947
294,4.508955226267716,0.1334387229663483,4.550096459801335
295,4.660413641062059,0.05027921537767188,4.224015659279489
296,3.1678749828606727,1.5404311409231426,3.208283550927096
297,4.306747096385875,0.11561888356282529,3.8550942932669123
298,2.399170728643563,3.2724681752518276,2.4332867536120824
299,3.277270956879181,1.282632525860182,3.1398182822735676
300,4.319168936649865,0.33137546509794313,4.327264785305208
301,3.6419434222419946,0.17088528190288743,3.4167407188813455
302,4.01347796591662,0.2434842782366129,3.5796685253287066
303,3.125980772778182,1.5599509456098348,3.002173226844399
304,4.508955226267716,0.1334387229663483,4.550096459801335
305,4.660413641062059,0.05027921537767188,4.224015659279489
306,3.5772885000526156,0.617944540594106,3.6210484899274413
307,4.306747096385875,0.11561888356282529,3.8550942932669123
308,2.399170728643563,3.2724681752518276,2.4332867536120824
309,3.3796750564760396,1.1132851649182813,3.2868452340579384
310,4.174848585983665,0.2898809882481033,3.974315680731559
311,3.6136778253380957,0.16536209704448618,3.4043455007787977
312,4.1500355176687025,0.21315483062834678,3.847126335177556
313,3.125980772778182,1.5599509456098348,3.002173226844399
314,4.508955226267716,0.1334387229663483,4.550096459801335
315,4.702980808729768,0.026907356458522866,4.1323711235309695
316,3.5400069393880975,0.7113950225102617,3.557998027709519
317,4.047917658756465,0.1371358687398136,3.684429157748268
318,2.399170728643563,3.2724681752518276,2.4332867536120824
319,3.4378119077066387,1.010926760687183,3.352080973277826
320,4.174848585983665,0.2898809882481033,3.974315680731559
321,3.6136778253380957,0.16536209704448618,3.4043455007787977
322,4.1500355176687025,0.21315483062834678,3.847126335177556
323,3.125980772778182,1.5599509456098348,3.002173226844399
324,4.508955226267716,0.1334387229663483,4.550096459801335
325,4.702980808729768,0.026907356458522866,4.1323711235309695
326,3.5400069393880975,0.7113950225102617,3.557998027709519
327,3.93236959864916,0.13806247006725839,3.467470314262882
328,2.399170728643563,3.2724681752518276,2.4332867536120824
329,3.4722560623328875,0.9502828037475892,3.390730983405392
330,4.167050168222666,0.2881505874488437,3.966394980142187
331,3.6136778253380957,0.16536209704448618,3.4043455007787977
332,4.1500355176687025,0.21315483062834678,3.847126335177556
333,3.380694883904499,1.3123365979709978,3.184720687902409
334,4.508955226267716,0.1334387229663483,4.550096459801335
335,4.702980808729768,0.026907356458522866,4.1323711235309695
336,3.7838146106306194,0.5659691196217482,3.807630760071957
337,3.93236959864916,0.13806247006725839,3.467470314262882
338,2.399170728643563,3.2724681752518276,2.4332867536120824
339,3.5858723509243684,0.7502447599127876,3.5182205604429635
340,4.167050168222666,0.2881505874488437,3.966394980142187
341,3.6136778253380957,0.16536209704448618,3.4043455007787977
342,4.1500355176687025,0.21315483062834678,3.847126335177556
343,3.380694883904499,1.3123365979709978,3.184720687902409
344,5.059579068615811,0.11380484091217402,5.254769441355349
345,4.702980808729768,0.026907356458522866,4.1323711235309695
346,3.7838146106306194,0.5659691196217482,3.807630760071957
347,3.93236959864916,0.13806247006725839,3.467470314262882
348,2.399170728643563,3.2724681752518276,2.4332867536120824
349,3.58743813342881,0.7173088341650817,3.51180802550609
350,4.167050168222666,0.2881505874488437,3.966394980142187
351,3.6136778253380957,0.16536209704448618,3.4043455007787977
352,4.1500355176687025,0.21315483062834678,3.847126335177556
353,3.4830478473340922,0.8084531873416985,3.2812052215006555
354,5.059579068615811,0.11380484091217402,5.254769441355349
355,4.702980808729768,0.026907356458522866,4.1323711235309695
356,3.7838146106306194,0.5659691196217482,3.807630760071957
357,3.91541922854143,0.1272219938275183,3.4314342770319395
358,2.399170728643563,3.2724681752518276,2.4332867536120824
359,3.647276367146748,0.6730032125985452,3.558738866833971
360,4.250720194191414,0.27180656415297233,4.087173505722361
361,3.6136778253380957,0.16536209704448618,3.4043455007787977
362,4.1500355176687025,0.21315483062834678,3.847126335177556
363,3.4830478473340922,0.8084531873416985,3.2812052215006555
364,5.059579068615811,0.11380484091217402,5.254769441355349
365,4.702980808729768,0.026907356458522866,4.1323711235309695
366,3.9300385378672753,0.28015200366511994,3.952766979292692
367,3.945170493139292,0.13811898045541376,3.4841474303220386
368,2.399170728643563,3.2724681752518276,2.4332867536120824
369,3.647276367146748,0.6730032125985452,3.558738866833971
370,4.250720194191414,0.27180656415297233,4.087173505722361
371,3.6136778253380957,0.16536209704448618,3.4043455007787977
372,4.1500355176687025,0.21315483062834678,3.847126335177556
373,3.4830478473340922,0.8084531873416985,3.2812052215006555
374,5.059579068615811,0.11380484091217402,5.254769441355349
375,4.702980808729768,0.026907356458522866,4.1323711235309695
376,3.727331126928858,0.2854272740252702,3.867806712783886
377,3.945170493139292,0.13811898045541376,3.4841474303220386
378,2.399170728643563,3.2724681752518276,2.4332867536120824
379,3.900044692670247,0.5729201100882954,3.862287679643359
380,3.727154067227252,0.3740794734410319,3.3314005257776373
381,3.573446535795985,0.16866843174803914,3.394660416174155
382,4.1500355176687025,0.21315483062834678,3.847126335177556
383,3.4830478473340922,0.8084531873416985,3.2812052215006555
384,5.369701253139555,0.18937682412094303,6.23088362189203
385,4.702980808729768,0.026907356458522866,4.1323711235309695
386,3.4694631204135655,0.29213804718005343,3.759727119362955
387,3.945170493139292,0.13811898045541376,3.4841474303220386
388,2.399170728643563,3.2724681752518276,2.4332867536120824
389,3.9182460425175765,0.5467262939175888,3.8611838113922756
390,3.727154067227252,0.3740794734410319,3.3314005257776373
391,3.573446535795985,0.16866843174803914,3.394660416174155
392,4.1500355176687025,0.21315483062834678,3.847126335177556
393,3.4830478473340922,0.8084531873416985,3.2812052215006555
394,5.369701253139555,0.18937682412094303,6.23088362189203
395,4.702980808729768,0.026907356458522866,4.1323711235309695
396,3.639399236773399,0.2371180841835122,3.6612822669425897
397,3.945170493139292,0.13811898045541376,3.4841474303220386
398,2.399170728643563,3.2724681752518276,2.4332867536120824
399,3.9182460425175765,0.5467262939175888,3.8611838113922756
400,3.727154067227252,0.3740794734410319,3.3314005257776373
401,3.573446535795985,0.16866843174803914,3.394660416174155
402,4.094736141232813,0.20888823831510286,3.8037313277008034
403,3.586482671002349,0.6584153107791395,3.326628859088706
404,5.369701253139555,0.18937682412094303,6.23088362189203
405,4.702980808729768,0.026907356458522866,4.1323711235309695
406,3.632427300657501,0.22988219244802477,3.633097363472198
407,3.8620944995201087,0.1076907615610672,3.3369537682855688
408,2.399170728643563,3.2724681752518276,2.4332867536120824
409,3.9088831852633654,0.5529283773717948,3.857948211031451
410,3.727154067227252,0.3740794734410319,3.3314005257776373
411,3.573446535795985,0.16866843174803914,3.394660416174155
412,4.094736141232813,0.20888823831510286,3.8037313277008034
413,3.64542046285504,0.5392857162274406,3.3286280679232654
414,5.369701253139555,0.18937682412094303,6.23088362189203
415,4.702980808729768,0.026907356458522866,4.1323711235309695
416,3.7373186664972007,0.22511895988548533,3.6718118071421655
417,3.8620944995201087,0.1076907615610672,3.3369537682855688
418,2.399170728643563,3.2724681752518276,2.4332867536120824
419,3.9088831852633654,0.5529283773717948,3.857948211031451
420,3.727154067227252,0.3740794734410319,3.3314005257776373
421,3.573446535795985,0.16866843174803914,3.394660416174155
422,4.094736141232813,0.20888823831510286,3.8037313277008034
423,3.64542046285504,0.5392857162274406,3.3286280679232654
424,5.369701253139555,0.18937682412094303,6.23088362189203
425,4.314831566545414,0.06419660368279442,3.7652101407948284
426,3.7373186664972007,0.22511895988548533,3.6718118071421655
427,3.8293558792502065,0.09344969216638825,3.2712662449526695
428,2.399170728643563,3.2724681752518276,2.4332867536120824
429,3.9088831852633654,0.5529283773717948,3.857948211031451
430,3.727154067227252,0.3740794734410319,3.3314005257776373
431,3.573446535795985,0.16866843174803914,3.394660416174155
432,4.094736141232813,0.20888823831510286,3.8037313277008034
433,3.64542046285504,0.5392857162274406,3.3286280679232654
434,5.369701253139555,0.18937682412094303,6.23088362189203
435,4.314831566545414,0.06419660368279442,3.7652101407948284
436,3.7442874904351107,0.1229920028751576,3.905196933629273
437,3.8293558792502065,0.09344969216638825,3.2712662449526695
438,2.399170728643563,3.2724681752518276,2.4332867536120824
439,3.9088831852633654,0.5529283773717948,3.857948211031451
440,3.727154067227252,0.3740794734410319,3.3314005257776373
441,3.573446535795985,0.16866843174803914,3.394660416174155
442,4.177694798879526,0.05532001571753792,3.7795306910230724
443,3.643369215493724,0.547922785652379,3.316665683766033
444,5.369701253139555,0.18937682412094303,6.23088362189203
445,4.232549125315888,0.12259344198774064,3.7115464974000894
446,3.7442874904351107,0.1229920028751576,3.905196933629273
447,3.8518391515476393,0.22334953301640004,3.437127897466837
448,2.399170728643563,3.2724681752518276,2.4332867536120824
449,3.96281379330221,0.453095185091839,3.842215614965163
450,3.5438486256421906,0.3126179324405895,2.934068376362983
451,3.573446535795985,0.16866843174803914,3.394660416174155
452,4.163628691957764,0.038069321590289584,3.7969636447865285
453,3.643369215493724,0.547922785652379,3.316665683766033
454,5.369701253139555,0.18937682412094303,6.23088362189203
455,4.232549125315888,0.12259344198774064,3.7115464974000894
456,3.7913925360384466,0.12295355170997017,3.8865145060576105
457,3.956085885384705,0.06104458814692554,3.4973658030698958
458,2.399170728643563,3.2724681752518276,2.4332867536120824
459,3.976320513740854,0.4576239314555197,3.8714927287105234
460,3.6153919929996623,0.2578024920465313,3.2093375325941653
461,3.573446535795985,0.16866843174803914,3.394660416174155
462,4.137965583717478,0.09555253171053124,3.807174880441044
463,3.643369215493724,0.547922785652379,3.316665683766033
464,5.094354227756437,0.2079621535553594,5.7337086268113024
465,4.382638386894203,0.15600772891521444,3.827823157777619
466,3.7913925360384466,0.12295355170997017,3.8865145060576105
467,3.956085885384705,0.06104458814692554,3.4973658030698958
468,2.399170728643563,3.2724681752518276,2.4332867536120824
469,3.976320513740854,0.4576239314555197,3.8714927287105234
470,3.5948648036139366,0.21418223234638312,3.3000304987068763
471,3.573446535795985,0.16866843174803914,3.394660416174155
472,4.137965583717478,0.09555253171053124,3.807174880441044
473,3.611242576699646,0.3736707734063422,3.352501103786378
474,5.094354227756437,0.2079621535553594,5.7337086268113024
475,4.268689810833046,0.12785264364407226,3.8182068793434394
476,3.769640724636059,0.1396194589132582,3.8028225721664155
477,3.956085885384705,0.06104458814692554,3.4973658030698958
478,2.399170728643563,3.2724681752518276,2.4332867536120824
479,3.976320513740854,0.4576239314555197,3.8714927287105234
480,3.58442197368011,0.11248881517866793,3.2665740817384235
481,3.5875487956830763,0.24515782667955044,3.3789301553918434
482,4.137965583717478,0.09555253171053124,3.807174880441044
483,3.7765065795327697,0.3118789124260252,3.4695666211621004
484,5.156068880773616,0.21114604628096487,5.823663143465225
485,4.268689810833046,0.12785264364407226,3.8182068793434394
486,3.769640724636059,0.1396194589132582,3.8028225721664155
487,3.9749598587776944,0.06462553761317455,3.5295152311633555
488,2.399170728643563,3.2724681752518276,2.4332867536120824
489,3.8945006572277117,0.5499107745653784,3.8864048299220983
490,3.5958370594072973,0.1243380471518779,3.2786373974279592
491,3.5875487956830763,0.24515782667955044,3.3789301553918434
492,4.102057374088933,0.08668011979479888,3.804144536808881
493,3.7765065795327697,0.3118789124260252,3.4695666211621004
494,5.156068880773616,0.21114604628096487,5.823663143465225
495,4.577855698211397,0.07460851327958612,4.017591992182736
496,3.788208171740801,0.13283759869970424,3.7781068065431715
497,3.9749598587776944,0.06462553761317455,3.5295152311633555
498,2.399170728643563,3.2724681752518276,2.4332867536120824
499,3.8945006572277117,0.5499107745653784,3.8864048299220983
500,3.5958370594072973,0.1243380471518779,3.2786373974279592
