,Theta,Phi,Psi
1329,3.52357969228512,0.19089988373050737,3.147218181002592
1330,3.2870039003558356,0.25119341218221264,3.1488300253704096
1331,3.33640294854242,0.22248998161607947,3.177437565301542
1332,3.8092007021083707,0.16302523487818232,3.447458911436367
1333,3.5118978464139854,0.17664807845940583,3.1056517044313114
1334,5.3157970095835685,0.061681762693238024,6.067839236050643
1335,3.2734809778951486,0.22971041633572054,3.459732943839149
1336,3.3040563531701386,0.23827528088341435,3.1668789155677506
1337,3.3158138666621273,0.24638743965265808,3.0871524393038188
1338,2.399170728643563,3.2724681752518276,2.4332867536120824
1339,3.5221140001833016,0.19127342891753502,3.147228167094322
1340,3.2870039003558356,0.25119341218221264,3.1488300253704096
1341,3.33640294854242,0.22248998161607947,3.177437565301542
1342,3.8092007021083707,0.16302523487818232,3.447458911436367
1343,3.5493698025917224,0.16553724687064492,3.0946129876823996
1344,5.167947727714987,0.07549251606933799,5.855115024003646
1345,3.2945577960054937,0.22645208248663182,3.4332416665444088
1346,3.3040563531701386,0.23827528088341435,3.1668789155677506
1347,3.324985222199862,0.2527152650301905,3.0249624311796093
1348,2.399170728643563,3.2724681752518276,2.4332867536120824
1349,3.5221140001833016,0.19127342891753502,3.147228167094322
1350,3.2870039003558356,0.25119341218221264,3.1488300253704096
1351,3.545227091802643,0.19622573924591058,3.2966999260959686
1352,3.8092007021083707,0.16302523487818232,3.447458911436367
1353,3.538245788762439,0.17604105228839007,3.1160870200604602
1354,5.167947727714987,0.07549251606933799,5.855115024003646
1355,3.294533963704278,0.22653014059719212,3.432344356836137
1356,3.3040563531701386,0.23827528088341435,3.1668789155677506
1357,3.324985222199862,0.2527152650301905,3.0249624311796093
1358,2.399170728643563,3.2724681752518276,2.4332867536120824
1359,3.451415279077394,0.21330907120172976,3.1033785006343138
1360,3.2870039003558356,0.25119341218221264,3.1488300253704096
1361,3.345994622261616,0.22128361706759608,3.1829155030239806
1362,3.8092007021083707,0.16302523487818232,3.447458911436367
1363,3.614414765501119,0.17238213545491937,3.209240001028328
1364,5.167947727714987,0.07549251606933799,5.855115024003646
1365,3.294533963704278,0.22653014059719212,3.432344356836137
1366,3.3072358432441105,0.24046898691682586,3.1453191240279295
1367,3.324985222199862,0.2527152650301905,3.0249624311796093
1368,2.399170728643563,3.2724681752518276,2.4332867536120824
1369,3.451415279077394,0.21330907120172976,3.1033785006343138
1370,3.2870039003558356,0.25119341218221264,3.1488300253704096
1371,3.345994622261616,0.22128361706759608,3.1829155030239806
1372,3.8092007021083707,0.16302523487818232,3.447458911436367
1373,3.614414765501119,0.17238213545491937,3.209240001028328
1374,5.167947727714987,0.07549251606933799,5.855115024003646
1375,3.27742077703562,0.22864174258125436,3.431841782694491
1376,3.3072358432441105,0.24046898691682586,3.1453191240279295
1377,3.324985222199862,0.2527152650301905,3.0249624311796093
1378,2.399170728643563,3.2724681752518276,2.4332867536120824
1379,3.451415279077394,0.21330907120172976,3.1033785006343138
1380,3.201429136791429,0.2717921677218448,3.133040783368425
1381,3.360037903423456,0.214163316642074,3.1910298628887275
1382,3.8092007021083707,0.16302523487818232,3.447458911436367
1383,3.605670026974154,0.172802205047168,3.198545378408333
1384,5.167947727714987,0.07549251606933799,5.855115024003646
1385,3.2868454942969265,0.22747882347953913,3.4321185645282646
1386,3.3072358432441105,0.24046898691682586,3.1453191240279295
1387,3.324985222199862,0.2527152650301905,3.0249624311796093
1388,2.399170728643563,3.2724681752518276,2.4332867536120824
1389,3.5585967287536664,0.19311868050832018,3.0722002900269962
1390,3.204792673882492,0.2700471907485707,3.1448179094297792
1391,3.360037903423456,0.214163316642074,3.1910298628887275
1392,3.8092007021083707,0.16302523487818232,3.447458911436367
1393,3.605670026974154,0.172802205047168,3.198545378408333
1394,5.167947727714987,0.07549251606933799,5.855115024003646
1395,3.2868454942969265,0.22747882347953913,3.4321185645282646
1396,3.3072358432441105,0.24046898691682586,3.1453191240279295
1397,3.324985222199862,0.2527152650301905,3.0249624311796093
1398,2.399170728643563,3.2724681752518276,2.4332867536120824
1399,3.472250611650294,0.20403625714642665,3.1865605634581646
1400,3.204792673882492,0.2700471907485707,3.1448179094297792
1401,3.360037903423456,0.214163316642074,3.1910298628887275
1402,3.8092007021083707,0.16302523487818232,3.447458911436367
1403,3.683206773826554,0.1595050880200163,3.1417413901718803
1404,5.167947727714987,0.07549251606933799,5.855115024003646
1405,3.2868454942969265,0.22747882347953913,3.4321185645282646
1406,3.3072358432441105,0.24046898691682586,3.1453191240279295
1407,3.3605730893692427,0.2409515908025287,3.0640139210633537
1408,2.399170728643563,3.2724681752518276,2.4332867536120824
1409,3.3400270977595983,0.22012950545268137,3.0841807234911904
1410,3.204792673882492,0.2700471907485707,3.1448179094297792
1411,3.4340988390964298,0.20163723531212516,3.1797343739304367
1412,3.8092007021083707,0.16302523487818232,3.447458911436367
1413,3.677433956180925,0.15934380115345737,3.127733957231254
1414,5.167947727714987,0.07549251606933799,5.855115024003646
1415,3.2868454942969265,0.22747882347953913,3.4321185645282646
1416,3.3291359618876704,0.24066714267331055,3.1119354433803466
1417,3.3605730893692427,0.2409515908025287,3.0640139210633537
1418,2.399170728643563,3.2724681752518276,2.4332867536120824
1419,3.3400270977595983,0.22012950545268137,3.0841807234911904
1420,3.204792673882492,0.2700471907485707,3.1448179094297792
1421,3.4340988390964298,0.20163723531212516,3.1797343739304367
1422,3.7644349905439958,0.1617745247759905,3.338837309080337
1423,3.58189054287754,0.1839510896888728,3.1085203831078374
1424,5.167947727714987,0.07549251606933799,5.855115024003646
1425,3.2868454942969265,0.22747882347953913,3.4321185645282646
1426,3.3289547911388087,0.24066550341156143,3.112211612953723
1427,3.3873652047685523,0.24119401012368322,3.023173072713578
1428,2.399170728643563,3.2724681752518276,2.4332867536120824
1429,3.348984298595006,0.20323872900537984,3.061354399120521
1430,3.204792673882492,0.2700471907485707,3.1448179094297792
1431,3.3747629908046615,0.20873792112004905,3.2083255766001035
1432,3.7644349905439958,0.1617745247759905,3.338837309080337
1433,3.58189054287754,0.1839510896888728,3.1085203831078374
1434,5.167947727714987,0.07549251606933799,5.855115024003646
1435,3.487992736949347,0.1998060236828855,3.3928311273631895
1436,3.3289547911388087,0.24066550341156143,3.112211612953723
1437,3.3873652047685523,0.24119401012368322,3.023173072713578
1438,2.399170728643563,3.2724681752518276,2.4332867536120824
1439,3.341288883441939,0.1956286521578977,3.069009798304365
1440,3.204792673882492,0.2700471907485707,3.1448179094297792
1441,3.431199618474045,0.18838090534598817,3.229412544202123
1442,3.7255245810185795,0.16996994327875237,3.30626343237924
1443,3.58189054287754,0.1839510896888728,3.1085203831078374
1444,5.167947727714987,0.07549251606933799,5.855115024003646
1445,3.570549005684839,0.19329374091049376,3.5273548753235855
1446,3.3289547911388087,0.24066550341156143,3.112211612953723
1447,3.3873652047685523,0.24119401012368322,3.023173072713578
1448,2.399170728643563,3.2724681752518276,2.4332867536120824
1449,3.3418788812398437,0.19585970954610524,3.0714653082158674
1450,3.204792673882492,0.2700471907485707,3.1448179094297792
1451,3.479110301775072,0.1843693551662949,3.3141337437346365
1452,3.7255245810185795,0.16996994327875237,3.30626343237924
1453,3.7444902537565574,0.17588340609157713,3.133623931922602
1454,5.167947727714987,0.07549251606933799,5.855115024003646
1455,3.570549005684839,0.19329374091049376,3.5273548753235855
1456,3.2892627388684983,0.24030636340999045,3.172716618374269
1457,3.3873652047685523,0.24119401012368322,3.023173072713578
1458,2.399170728643563,3.2724681752518276,2.4332867536120824
1459,3.3418788812398437,0.19585970954610524,3.0714653082158674
1460,3.204792673882492,0.2700471907485707,3.1448179094297792
1461,3.479110301775072,0.1843693551662949,3.3141337437346365
1462,3.7255245810185795,0.16996994327875237,3.30626343237924
1463,3.7444902537565574,0.17588340609157713,3.133623931922602
1464,5.167947727714987,0.07549251606933799,5.855115024003646
1465,3.570549005684839,0.19329374091049376,3.5273548753235855
1466,3.2892627388684983,0.24030636340999045,3.172716618374269
1467,3.3720216581306675,0.22590174420184117,3.0394631157461705
1468,2.399170728643563,3.2724681752518276,2.4332867536120824
1469,3.3418788812398437,0.19585970954610524,3.0714653082158674
1470,3.204792673882492,0.2700471907485707,3.1448179094297792
1471,3.479110301775072,0.1843693551662949,3.3141337437346365
1472,3.879613108661118,0.16096565917849012,3.301341945310534
1473,3.7444902537565574,0.17588340609157713,3.133623931922602
1474,5.167947727714987,0.07549251606933799,5.855115024003646
1475,3.6446068362287427,0.18214805005609921,3.421702403435554
1476,3.251171932355277,0.27248296960321416,3.2460162540114537
1477,3.3720216581306675,0.22590174420184117,3.0394631157461705
1478,2.399170728643563,3.2724681752518276,2.4332867536120824
1479,3.319628358895115,0.17368355219306267,3.0950883971305476
1480,3.204792673882492,0.2700471907485707,3.1448179094297792
1481,3.479110301775072,0.1843693551662949,3.3141337437346365
1482,3.879613108661118,0.16096565917849012,3.301341945310534
1483,3.7444902537565574,0.17588340609157713,3.133623931922602
1484,5.167947727714987,0.07549251606933799,5.855115024003646
1485,3.6446068362287427,0.18214805005609921,3.421702403435554
1486,3.251171932355277,0.27248296960321416,3.2460162540114537
1487,3.3720216581306675,0.22590174420184117,3.0394631157461705
1488,2.399170728643563,3.2724681752518276,2.4332867536120824
1489,3.2642171366403985,0.1699708221320452,3.0189821611181316
1490,3.204792673882492,0.2700471907485707,3.1448179094297792
1491,3.479110301775072,0.1843693551662949,3.3141337437346365
1492,3.879613108661118,0.16096565917849012,3.301341945310534
1493,3.7444902537565574,0.17588340609157713,3.133623931922602
1494,5.167947727714987,0.07549251606933799,5.855115024003646
1495,3.6446068362287427,0.18214805005609921,3.421702403435554
1496,3.251171932355277,0.27248296960321416,3.2460162540114537
1497,3.3662817376839396,0.22741698004688746,3.043079283942994
1498,2.399170728643563,3.2724681752518276,2.4332867536120824
1499,3.264755580561731,0.16573960877101018,3.009611274730927
1500,3.204792673882492,0.2700471907485707,3.1448179094297792
1501,3.430830058940341,0.1801732792654585,3.2455445441643684
1502,3.879613108661118,0.16096565917849012,3.301341945310534
1503,3.7444902537565574,0.17588340609157713,3.133623931922602
1504,5.167947727714987,0.07549251606933799,5.855115024003646
1505,3.6446068362287427,0.18214805005609921,3.421702403435554
1506,3.251171932355277,0.27248296960321416,3.2460162540114537
1507,3.3662817376839396,0.22741698004688746,3.043079283942994
1508,2.399170728643563,3.2724681752518276,2.4332867536120824
1509,3.264755580561731,0.16573960877101018,3.009611274730927
1510,3.204792673882492,0.2700471907485707,3.1448179094297792
1511,3.285991090549562,0.17883532400318616,3.1261933081021587
1512,3.879613108661118,0.16096565917849012,3.301341945310534
1513,3.7444902537565574,0.17588340609157713,3.133623931922602
1514,5.167947727714987,0.07549251606933799,5.855115024003646
1515,3.6446068362287427,0.18214805005609921,3.421702403435554
1516,3.251171932355277,0.27248296960321416,3.2460162540114537
1517,3.3662817376839396,0.22741698004688746,3.043079283942994
1518,2.399170728643563,3.2724681752518276,2.4332867536120824
1519,3.264755580561731,0.16573960877101018,3.009611274730927
1520,3.204792673882492,0.2700471907485707,3.1448179094297792
1521,3.285991090549562,0.17883532400318616,3.1261933081021587
1522,3.7747883344067876,0.17041408503934158,3.3550288436282525
1523,3.7444902537565574,0.17588340609157713,3.133623931922602
1524,5.167947727714987,0.07549251606933799,5.855115024003646
1525,3.6446068362287427,0.18214805005609921,3.421702403435554
1526,3.2574526989959165,0.25559057360739046,3.2244022920296334
1527,3.3662817376839396,0.22741698004688746,3.043079283942994
1528,2.399170728643563,3.2724681752518276,2.4332867536120824
1529,3.264755580561731,0.16573960877101018,3.009611274730927
1530,3.204792673882492,0.2700471907485707,3.1448179094297792
1531,3.277096484634826,0.1734534432908437,3.1354006880059027
1532,3.8081879279992625,0.16740359838591543,3.3379229581368914
1533,3.752980397080928,0.174350790208857,3.19566612709665
1534,5.167947727714987,0.07549251606933799,5.855115024003646
1535,3.6343602185004853,0.18279071340800362,3.451255156499014
1536,3.2574526989959165,0.25559057360739046,3.2244022920296334
1537,3.3662817376839396,0.22741698004688746,3.043079283942994
1538,2.399170728643563,3.2724681752518276,2.4332867536120824
1539,3.265291457644409,0.1591464479100007,2.993850155959091
1540,3.204792673882492,0.2700471907485707,3.1448179094297792
1541,3.277096484634826,0.1734534432908437,3.1354006880059027
1542,3.6706095535404044,0.18943345967038472,3.3095645240145877
1543,3.752980397080928,0.174350790208857,3.19566612709665
1544,5.167947727714987,0.07549251606933799,5.855115024003646
1545,3.6343602185004853,0.18279071340800362,3.451255156499014
1546,3.313651434112368,0.2465917004643713,3.2359862937582866
1547,3.3662817376839396,0.22741698004688746,3.043079283942994
1548,2.399170728643563,3.2724681752518276,2.4332867536120824
1549,3.250574273016141,0.18612462178850903,3.0305751967382006
1550,3.204792673882492,0.2700471907485707,3.1448179094297792
1551,3.277096484634826,0.1734534432908437,3.1354006880059027
1552,3.6706095535404044,0.18943345967038472,3.3095645240145877
1553,3.752980397080928,0.174350790208857,3.19566612709665
1554,5.167947727714987,0.07549251606933799,5.855115024003646
1555,3.6343602185004853,0.18279071340800362,3.451255156499014
1556,3.3261235268672307,0.2420477614146905,3.1902720577344015
1557,3.3662817376839396,0.22741698004688746,3.043079283942994
1558,2.399170728643563,3.2724681752518276,2.4332867536120824
1559,3.250574273016141,0.18612462178850903,3.0305751967382006
1560,3.204792673882492,0.2700471907485707,3.1448179094297792
1561,3.285226341851647,0.18482802325405245,3.144499674623726
1562,3.6706095535404044,0.18943345967038472,3.3095645240145877
1563,3.752980397080928,0.174350790208857,3.19566612709665
1564,5.167947727714987,0.07549251606933799,5.855115024003646
1565,3.774141633307993,0.18644397206175564,3.574834966857941
1566,3.3261235268672307,0.2420477614146905,3.1902720577344015
1567,3.3662817376839396,0.22741698004688746,3.043079283942994
1568,2.399170728643563,3.2724681752518276,2.4332867536120824
1569,3.250574273016141,0.18612462178850903,3.0305751967382006
1570,3.204792673882492,0.2700471907485707,3.1448179094297792
1571,3.274703142626379,0.17010489001022028,3.1327220447867234
1572,3.6706095535404044,0.18943345967038472,3.3095645240145877
1573,3.7585454732600496,0.17753110904926928,3.295381637824793
1574,5.167947727714987,0.07549251606933799,5.855115024003646
1575,3.5615021272312233,0.2176679636642531,3.4142329086959733
1576,3.3261235268672307,0.2420477614146905,3.1902720577344015
1577,3.3662817376839396,0.22741698004688746,3.043079283942994
1578,2.399170728643563,3.2724681752518276,2.4332867536120824
1579,3.250574273016141,0.18612462178850903,3.0305751967382006
1580,3.204792673882492,0.2700471907485707,3.1448179094297792
1581,3.274703142626379,0.17010489001022028,3.1327220447867234
1582,3.7018194561465854,0.1813570514038622,3.2796243980089077
1583,3.8369853852912734,0.16755556714273248,3.345833853130123
1584,4.96836164373036,0.08994224688521614,5.492630033663027
1585,3.521084522534159,0.2109650615888684,3.3745605408488912
1586,3.3261235268672307,0.2420477614146905,3.1902720577344015
1587,3.3805252021981507,0.22222767975214486,2.99087240003038
1588,2.399170728643563,3.2724681752518276,2.4332867536120824
1589,3.389598694699922,0.1872197899667606,3.122915844486018
1590,3.204792673882492,0.2700471907485707,3.1448179094297792
1591,3.274703142626379,0.17010489001022028,3.1327220447867234
1592,3.7018194561465854,0.1813570514038622,3.2796243980089077
1593,3.9153112888830943,0.15955788804932639,3.3842008841675084
1594,4.96836164373036,0.08994224688521614,5.492630033663027
1595,3.521084522534159,0.2109650615888684,3.3745605408488912
1596,3.3261235268672307,0.2420477614146905,3.1902720577344015
1597,3.3805252021981507,0.22222767975214486,2.99087240003038
1598,2.399170728643563,3.2724681752518276,2.4332867536120824
1599,3.3654750574187178,0.20805707391944495,3.148514466947676
1600,3.204792673882492,0.2700471907485707,3.1448179094297792
1601,3.248301959573601,0.1571009537915656,3.168111626621915
1602,3.766199565971409,0.18305311255479045,3.3017672882113955
1603,3.9153112888830943,0.15955788804932639,3.3842008841675084
1604,4.96836164373036,0.08994224688521614,5.492630033663027
1605,3.547449020246275,0.20752713087269276,3.3752052530578607
1606,3.3261235268672307,0.2420477614146905,3.1902720577344015
1607,3.3805252021981507,0.22222767975214486,2.99087240003038
1608,2.399170728643563,3.2724681752518276,2.4332867536120824
1609,3.3654750574187178,0.20805707391944495,3.148514466947676
1610,3.204792673882492,0.2700471907485707,3.1448179094297792
1611,3.248301959573601,0.1571009537915656,3.168111626621915
1612,3.699162438595032,0.19361601349345262,3.2647070801721143
1613,3.882074834050282,0.16421119405298795,3.3732612362385166
1614,4.96836164373036,0.08994224688521614,5.492630033663027
1615,3.547449020246275,0.20752713087269276,3.3752052530578607
1616,3.4178966331278975,0.22919896786900126,3.220478813445619
1617,3.3800039615292072,0.22384779708910907,2.9905762416868207
1618,2.399170728643563,3.2724681752518276,2.4332867536120824
1619,3.3911334489229645,0.21921536967011965,3.1442231099336495
1620,3.115958747721726,0.293470758831079,3.2230200224741115
1621,3.248301959573601,0.1571009537915656,3.168111626621915
1622,3.699162438595032,0.19361601349345262,3.2647070801721143
1623,3.882074834050282,0.16421119405298795,3.3732612362385166
1624,4.96836164373036,0.08994224688521614,5.492630033663027
1625,3.547449020246275,0.20752713087269276,3.3752052530578607
1626,3.4139388848043355,0.22986102959127794,3.215752012800668
1627,3.3800039615292072,0.22384779708910907,2.9905762416868207
1628,2.399170728643563,3.2724681752518276,2.4332867536120824
1629,3.4549338472710387,0.21391311184281459,3.16917831075405
1630,3.3254830054096853,0.2581197006265872,3.2641093291077605
1631,3.1839938069946223,0.139419825438083,3.1677796522752284
1632,3.699040988866566,0.19362714963056402,3.264795536244353
1633,3.650610880925142,0.16161442100564463,3.2983373296842213
1634,4.96836164373036,0.08994224688521614,5.492630033663027
1635,3.547449020246275,0.20752713087269276,3.3752052530578607
1636,3.4139388848043355,0.22986102959127794,3.215752012800668
1637,3.4136640623691363,0.22056698799967725,3.0678950434950454
1638,2.399170728643563,3.2724681752518276,2.4332867536120824
1639,3.4549338472710387,0.21391311184281459,3.16917831075405
1640,3.2813509563437866,0.22109589404194652,3.234063035312213
1641,3.1839938069946223,0.139419825438083,3.1677796522752284
1642,3.6871291576730703,0.19461705494791992,3.2601296496103678
1643,3.629380941774139,0.16060462102252054,3.292397273689824
1644,4.96836164373036,0.08994224688521614,5.492630033663027
1645,3.547449020246275,0.20752713087269276,3.3752052530578607
1646,3.4139388848043355,0.22986102959127794,3.215752012800668
1647,3.4136640623691363,0.22056698799967725,3.0678950434950454
1648,2.399170728643563,3.2724681752518276,2.4332867536120824
1649,3.2143563357698017,0.23390575226919688,3.0749436479959034
1650,3.2813509563437866,0.22109589404194652,3.234063035312213
1651,3.1839938069946223,0.139419825438083,3.1677796522752284
1652,3.7093531841268743,0.1925081496122107,3.275752217334762
1653,3.629380941774139,0.16060462102252054,3.292397273689824
1654,4.96836164373036,0.08994224688521614,5.492630033663027
1655,3.547449020246275,0.20752713087269276,3.3752052530578607
1656,3.330960939943688,0.2437417811181908,3.1166501570942384
1657,3.4136640623691363,0.22056698799967725,3.0678950434950454
1658,2.399170728643563,3.2724681752518276,2.4332867536120824
1659,3.2143563357698017,0.23390575226919688,3.0749436479959034
1660,3.2813509563437866,0.22109589404194652,3.234063035312213
1661,3.1839938069946223,0.139419825438083,3.1677796522752284
1662,3.7093531841268743,0.1925081496122107,3.275752217334762
1663,3.629380941774139,0.16060462102252054,3.292397273689824
1664,4.96836164373036,0.08994224688521614,5.492630033663027
1665,3.547449020246275,0.20752713087269276,3.3752052530578607
1666,3.4245778728206435,0.22808131391622496,3.2284583223751606
1667,3.4136640623691363,0.22056698799967725,3.0678950434950454
1668,2.399170728643563,3.2724681752518276,2.4332867536120824
1669,3.2143563357698017,0.23390575226919688,3.0749436479959034
1670,3.2813509563437866,0.22109589404194652,3.234063035312213
1671,3.1839938069946223,0.139419825438083,3.1677796522752284
1672,3.7093531841268743,0.1925081496122107,3.275752217334762
1673,3.624879838894652,0.16039052650348226,3.2911378822732718
1674,5.309379083972834,0.08048639544016828,5.936941183912156
1675,3.547449020246275,0.20752713087269276,3.3752052530578607
1676,3.4245778728206435,0.22808131391622496,3.2284583223751606
1677,3.4136640623691363,0.22056698799967725,3.0678950434950454
1678,2.399170728643563,3.2724681752518276,2.4332867536120824
1679,2.8638516513747554,0.2632191786115227,2.932752148285253
1680,3.3382717566596343,0.22387201810833599,3.2318356275472127
1681,3.1839938069946223,0.139419825438083,3.1677796522752284
1682,3.5728249573691033,0.20956279181526055,3.253078371116544
1683,3.6586641075793414,0.13982409398098822,3.2544579828252305
1684,5.309379083972834,0.08048639544016828,5.936941183912156
1685,3.578435054517241,0.20465272259993517,3.356171430212265
1686,3.4245778728206435,0.22808131391622496,3.2284583223751606
1687,3.4136640623691363,0.22056698799967725,3.0678950434950454
1688,2.399170728643563,3.2724681752518276,2.4332867536120824
1689,2.8638516513747554,0.2632191786115227,2.932752148285253
1690,3.1142401589200652,0.23753936018321786,3.2115457923720188
1691,3.15007318682219,0.1333007351389739,3.160338413474724
1692,3.5728249573691033,0.20956279181526055,3.253078371116544
1693,3.560385938720804,0.16560522157621937,3.2475187296077026
1694,5.309379083972834,0.08048639544016828,5.936941183912156
1695,3.578435054517241,0.20465272259993517,3.356171430212265
1696,3.4245778728206435,0.22808131391622496,3.2284583223751606
1697,3.436800021692787,0.21896739511404922,3.0948136778447086
1698,2.399170728643563,3.2724681752518276,2.4332867536120824
1699,2.6917471961457142,0.2762443562043206,2.8549924221998886
1700,3.1142401589200652,0.23753936018321786,3.2115457923720188
1701,3.15007318682219,0.1333007351389739,3.160338413474724
1702,3.5728249573691033,0.20956279181526055,3.253078371116544
1703,3.560385938720804,0.16560522157621937,3.2475187296077026
1704,5.309379083972834,0.08048639544016828,5.936941183912156
1705,3.578435054517241,0.20465272259993517,3.356171430212265
1706,3.4245778728206435,0.22808131391622496,3.2284583223751606
1707,3.2585249612321823,0.23267253567756582,3.0374296275011305
1708,2.399170728643563,3.2724681752518276,2.4332867536120824
1709,2.6917471961457142,0.2762443562043206,2.8549924221998886
1710,3.1142401589200652,0.23753936018321786,3.2115457923720188
1711,3.15007318682219,0.1333007351389739,3.160338413474724
1712,3.5728249573691033,0.20956279181526055,3.253078371116544
1713,3.560385938720804,0.16560522157621937,3.2475187296077026
1714,5.309379083972834,0.08048639544016828,5.936941183912156
1715,3.578435054517241,0.20465272259993517,3.356171430212265
1716,3.4245778728206435,0.22808131391622496,3.2284583223751606
1717,3.2585249612321823,0.23267253567756582,3.0374296275011305
1718,2.399170728643563,3.2724681752518276,2.4332867536120824
1719,2.6618676394464704,0.28005013659868266,2.8414902474944785
1720,3.1142401589200652,0.23753936018321786,3.2115457923720188
1721,3.193640741319193,0.13673086853560826,3.1695953355582183
1722,3.374407073775995,0.17376931455887776,3.2095510167638968
1723,3.560385938720804,0.16560522157621937,3.2475187296077026
1724,5.309379083972834,0.08048639544016828,5.936941183912156
1725,3.578435054517241,0.20465272259993517,3.356171430212265
1726,3.324804877768013,0.23112205811564426,3.223020975585684
1727,3.2585249612321823,0.23267253567756582,3.0374296275011305
1728,2.399170728643563,3.2724681752518276,2.4332867536120824
1729,2.6618676394464704,0.28005013659868266,2.8414902474944785
1730,3.1142401589200652,0.23753936018321786,3.2115457923720188
1731,3.193640741319193,0.13673086853560826,3.1695953355582183
1732,3.431895883264845,0.14454758237918852,3.2949399826626875
1733,3.5631711516293194,0.1716307579583392,3.2642852520059153
1734,5.309379083972834,0.08048639544016828,5.936941183912156
1735,3.578435054517241,0.20465272259993517,3.356171430212265
1736,3.3223817170032577,0.23117874280372244,3.2162358482581115
1737,3.2585249612321823,0.23267253567756582,3.0374296275011305
1738,2.399170728643563,3.2724681752518276,2.4332867536120824
1739,2.6618676394464704,0.28005013659868266,2.8414902474944785
1740,3.1142401589200652,0.23753936018321786,3.2115457923720188
1741,3.193640741319193,0.13673086853560826,3.1695953355582183
1742,3.645561538857753,0.0819982635837174,3.3510336494078694
1743,3.5631711516293194,0.1716307579583392,3.2642852520059153
1744,5.309379083972834,0.08048639544016828,5.936941183912156
1745,3.578435054517241,0.20465272259993517,3.356171430212265
1746,3.324770050393065,0.23093132177665637,3.217541095149435
1747,3.0903440008433614,0.246026952246166,2.982199813159987
1748,2.399170728643563,3.2724681752518276,2.4332867536120824
1749,2.947012993228377,0.24574950239351678,2.9752498850738984
1750,3.1350834131208916,0.2344793136003258,3.2139944136109526
1751,3.193640741319193,0.13673086853560826,3.1695953355582183
1752,3.645561538857753,0.0819982635837174,3.3510336494078694
1753,3.5631711516293194,0.1716307579583392,3.2642852520059153
1754,5.309379083972834,0.08048639544016828,5.936941183912156
1755,3.580964027910043,0.21012390979038326,3.3713954329824865
1756,3.3486764196501726,0.22999355267128466,3.23287450329088
1757,3.0206348212217717,0.24589201423145352,2.978819708649652
1758,2.399170728643563,3.2724681752518276,2.4332867536120824
1759,2.947012993228377,0.24574950239351678,2.9752498850738984
1760,3.202081702939674,0.23307225296821438,3.219916581853886
1761,3.240770229406045,0.16508190752378624,3.188831648218041
1762,3.645561538857753,0.0819982635837174,3.3510336494078694
1763,3.5631711516293194,0.1716307579583392,3.2642852520059153
1764,5.309379083972834,0.08048639544016828,5.936941183912156
1765,3.580964027910043,0.21012390979038326,3.3713954329824865
1766,3.3775984890476356,0.22751958862899563,3.2501217080451674
1767,3.0206348212217717,0.24589201423145352,2.978819708649652
1768,2.399170728643563,3.2724681752518276,2.4332867536120824
1769,2.947012993228377,0.24574950239351678,2.9752498850738984
1770,3.202081702939674,0.23307225296821438,3.219916581853886
1771,3.240770229406045,0.16508190752378624,3.188831648218041
1772,3.560244005743908,0.1283312205981973,3.3189040035298443
1773,3.5631711516293194,0.1716307579583392,3.2642852520059153
1774,5.309379083972834,0.08048639544016828,5.936941183912156
1775,3.580964027910043,0.21012390979038326,3.3713954329824865
1776,3.3775984890476356,0.22751958862899563,3.2501217080451674
1777,3.30766029887883,0.17061649673937704,3.1497755681476844
1778,2.399170728643563,3.2724681752518276,2.4332867536120824
1779,2.947012993228377,0.24574950239351678,2.9752498850738984
1780,3.202081702939674,0.23307225296821438,3.219916581853886
1781,3.240770229406045,0.16508190752378624,3.188831648218041
1782,3.560244005743908,0.1283312205981973,3.3189040035298443
1783,3.5399415200392,0.1786268150737587,3.2625122866152085
1784,5.309379083972834,0.08048639544016828,5.936941183912156
1785,3.580964027910043,0.21012390979038326,3.3713954329824865
1786,3.3447752645446918,0.20081396534225426,3.203027497143954
1787,3.30766029887883,0.17061649673937704,3.1497755681476844
1788,2.399170728643563,3.2724681752518276,2.4332867536120824
1789,2.947012993228377,0.24574950239351678,2.9752498850738984
1790,3.202081702939674,0.23307225296821438,3.219916581853886
1791,3.240770229406045,0.16508190752378624,3.188831648218041
1792,3.5699586220692594,0.1666798568761782,3.343514696192863
1793,3.5399415200392,0.1786268150737587,3.2625122866152085
1794,5.309379083972834,0.08048639544016828,5.936941183912156
1795,3.580964027910043,0.21012390979038326,3.3713954329824865
1796,3.3447752645446918,0.20081396534225426,3.203027497143954
1797,3.30766029887883,0.17061649673937704,3.1497755681476844
1798,2.399170728643563,3.2724681752518276,2.4332867536120824
1799,2.947012993228377,0.24574950239351678,2.9752498850738984
1800,3.2080841387558787,0.22252370739343064,3.215093825961068
1801,3.240770229406045,0.16508190752378624,3.188831648218041
1802,3.396640026390788,0.17526830919115613,3.085101594420477
1803,3.5399415200392,0.1786268150737587,3.2625122866152085
1804,5.309379083972834,0.08048639544016828,5.936941183912156
1805,3.4872236026088137,0.197712582871853,3.321089969144879
1806,3.1628120883727924,0.2215001455573185,3.1475668787154225
1807,3.33751816377915,0.17308698329112315,3.1323420212629522
1808,2.399170728643563,3.2724681752518276,2.4332867536120824
1809,2.947012993228377,0.24574950239351678,2.9752498850738984
1810,3.2080841387558787,0.22252370739343064,3.215093825961068
